counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list2_trials.thisRepN,list2_trials.thisTrialN,list2_trials.thisN,list2_trials.thisIndex,list2_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
list2,,0.4381,0.4382,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,0.4555,27.7967,,-0.082307535,-0.38101452,1,0,0,instr_done_button,0,0,0,0,1,1,instructions,"INSTRUCTIONS
At the start of each trial, look at the plus sign  (+) in the center of the screen.  This tells you that a trial is about to begin and where to look. Second, the plus sign will disappear and a string of letters will appear. Your task is to determine if the string of letters is a word or not. If the item is a word press the M key (on keyboard)  or touch the word button (phone/tablet).  If the item is not a word,  press the  Z key (on keyboard)  or touch the nonword button (on phone/tablet). The items will be presented for a short time. 
Press the space bar or touch  continue.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,27.7989,33.7126,space,-0.082307535,-0.38101452,0,0,0,,0,1,1,1,1,2,instructions,"If your device has a keyboard, press the 'Z' key for nonwords and the 'M' key for words.





Press the space bar or touch the button below to continue.",0,keyboard-example.gif,5.8864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,33.7144,37.5125,space,-0.082307535,-0.38101452,0,0,0,,0,2,2,2,1,3,instructions,"If you are using a touchscreen only device, use the buttons on the screen. Do not use the mouse.





Press the space bar or touch the button below to continue.",0,touchscreen-example.gif,3.7698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,37.5149,53.9125,space,-0.082307535,-0.38101452,0,0,0,,0,3,3,3,1,4,instructions,"It is very important that you respond as quickly and accurately as possible, as each letter string will only be on the screen for two seconds. If you do not respond within this time, the message 'Too slow!' will be displayed and the experiment will progress to the next letter string. The first 20 trials will be practice trials and you will receive feedback on your answers. 

Press the space bar or touch the button below to start the practice trials.",0,,16.3707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,53.9392,54.1122,54.1126,54.6118,54.6119,56.5116,z,1,1.8919,,[],[],[],[],[],[],[],1.8919,1,56.5121,57.0122,0,0,0,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,57.014,57.211,57.211,57.7121,57.7133,58.5786,m,1,0.8529,,[],[],[],[],[],[],[],0.8529,1,58.5787,59.0787,0,1,1,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,59.0803,59.2777,59.2778,59.7782,59.7793,61.1612,m,1,1.3661,,[],[],[],[],[],[],[],1.3661,1,61.1614,61.6621,0,2,2,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,61.6636,61.861,61.861,62.362,62.3631,63.2611,m,1,0.878,,[],[],[],[],[],[],[],0.878,1,63.2612,63.762,0,3,3,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,63.7634,63.9619,63.962,64.4619,64.463,65.6777,z,1,1.198,,[],[],[],[],[],[],[],1.198,1,65.6781,66.1777,0,4,4,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,66.1793,66.3776,66.3778,66.8779,66.8792,67.9122,m,1,1.0211,,[],[],[],[],[],[],[],1.0211,1,67.9124,68.412,0,5,5,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,68.4135,68.6119,68.6119,69.1119,69.113,70.4113,z,1,1.278,,[],[],[],[],[],[],[],1.278,1,70.4115,70.911,0,6,6,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,70.9126,71.1118,71.1119,71.6119,71.6128,72.6444,z,1,1.0113,,[],[],[],[],[],[],[],1.0113,1,72.6446,73.1453,0,7,7,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,73.1467,73.3452,73.3453,73.8444,73.8453,74.7119,m,1,0.8547,,[],[],[],[],[],[],[],0.8547,1,74.7121,75.2119,0,8,8,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,75.2136,75.4109,75.4111,75.9109,75.9118,76.8786,z,1,0.9468,,[],[],[],[],[],[],[],0.9468,1,76.8788,77.3786,0,9,9,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,77.3799,77.5785,77.5785,78.0785,78.0795,78.8285,m,1,0.7286,,[],[],[],[],[],[],[],0.7286,1,78.8287,79.3276,0,10,10,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,79.329,79.5281,79.5282,80.0282,80.0292,80.7453,z,1,0.6955,,[],[],[],[],[],[],[],0.6955,1,80.7455,81.2452,0,11,11,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,81.2468,81.4452,81.4454,81.9443,81.9453,82.9443,z,1,0.9794,,[],[],[],[],[],[],[],0.9794,1,82.9444,83.4443,0,12,12,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,83.4456,83.6451,83.6452,84.1443,84.1454,84.9445,m,1,0.78,,[],[],[],[],[],[],[],0.78,1,84.9447,85.4443,0,13,13,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,85.4457,85.6453,85.6453,86.1452,86.1461,86.8286,z,1,0.6737,,[],[],[],[],[],[],[],0.6737,1,86.8288,87.3282,0,14,14,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,87.3294,87.5277,87.5278,88.0285,88.0296,88.8621,m,1,0.8159,,[],[],[],[],[],[],[],0.8159,1,88.8621,89.3619,0,15,15,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3677,90.2789,,-0.082307535,-0.38101452,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,90.2926,90.4785,90.4786,90.9786,,,,,,,,,,,,,,3.3793,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,1,0,90.9803,94.3624,z,1,3.3793,,[],[],[],[],[],[],[],94.3627,96.3621,96.3624,96.3652,[],[],[],[],[],[],[],,96.3653,96.3666,-0.082307535,-0.38101452,0,0,0,,0,0,0,61,1,2,TL,nuremical,cursive,nuremical_c.png,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,96.3673,96.5618,96.5619,97.0619,,,,,,,,,,,,,,1.6855,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,2,0,97.0625,98.7611,z,1,1.6855,,[],[],[],[],[],[],[],98.7612,100.7609,100.761,100.7614,[],[],[],[],[],[],[],,100.7614,100.7615,-0.082307535,-0.38101452,0,0,0,,0,1,1,9,1,2,RL,denficy,print,denficy_p.png,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,100.7628,100.9618,100.9619,101.4609,,,,,,,,,,,,,,0.9571,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,3,0,101.4616,102.4286,m,0,0.9571,,[],[],[],[],[],[],[],102.4288,104.4285,104.4285,104.4289,[],[],[],[],[],[],[],,104.4289,104.429,-0.082307535,-0.38101452,0,0,0,,0,2,2,47,1,2,TL,crinimal,cursive,crinimal_c.png,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,104.4302,104.6284,104.6285,105.1276,,,,,,,,,,,,,,0.7868,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,4,0,105.1282,105.9286,m,1,0.7868,,[],[],[],[],[],[],[],105.9287,107.9285,107.9286,107.9289,[],[],[],[],[],[],[],,107.929,107.929,-0.082307535,-0.38101452,0,0,0,,0,3,3,83,1,2,word,ANIMAL,print,animal_p.png,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,107.9303,108.1285,108.1286,108.6276,,,,,,,,,,,,,,0.9209,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,5,0,108.6282,109.562,m,1,0.9209,,[],[],[],[],[],[],[],109.5621,111.5616,111.5617,111.562,[],[],[],[],[],[],[],,111.5621,111.5622,-0.082307535,-0.38101452,0,0,0,,0,4,4,89,1,2,word,CAPACITY,print,capacity_p.png,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,111.5634,111.7617,111.7617,112.2618,,,,,,,,,,,,,,1.2314,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,6,0,112.2624,113.4952,m,1,1.2314,,[],[],[],[],[],[],[],113.4954,115.4951,115.4952,115.4956,[],[],[],[],[],[],[],,115.4957,115.4959,-0.082307535,-0.38101452,0,0,0,,0,5,5,156,1,2,word,TRIBUTE,cursive,tribute_c.png,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,115.4972,115.6951,115.6951,116.1951,,,,,,,,,,,,,,0.8536,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,7,0,116.1958,117.0615,z,1,0.8536,,[],[],[],[],[],[],[],117.0617,119.0619,119.062,119.0623,[],[],[],[],[],[],[],,119.0623,119.0625,-0.082307535,-0.38101452,0,0,0,,0,6,6,77,1,2,TL,sloten,print,sloten_p.png,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,119.0637,119.2619,119.262,119.7619,,,,,,,,,,,,,,1.1029,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,8,0,119.7625,120.8786,m,1,1.1029,,[],[],[],[],[],[],[],120.8788,122.8784,122.8786,122.8789,[],[],[],[],[],[],[],,122.879,122.879,-0.082307535,-0.38101452,0,0,0,,0,7,7,96,1,2,word,CONSIDER,print,consider_p.png,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,122.8802,123.0784,123.0786,123.5784,,,,,,,,,,,,,,0.7701,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,9,0,123.5791,124.3619,z,1,0.7701,,[],[],[],[],[],[],[],124.362,126.3619,126.3619,126.3623,[],[],[],[],[],[],[],,126.3624,126.3625,-0.082307535,-0.38101452,0,0,0,,0,8,8,38,1,2,TL,atameur,cursive,atameur_c.png,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,126.3637,126.5615,126.5616,127.0618,,,,,,,,,,,,,,1.0192,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,10,1,127.0624,128.0952,m,1,1.0192,,[],[],[],[],[],[],[],128.0954,130.0951,130.0952,136.062,[],[],[],[],[],[],[],z,136.0621,136.0623,-0.082307535,-0.38101452,0,0,0,,0,9,9,108,1,2,word,FORTUNE,print,fortune_p.png,5.9588,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,136.0637,136.2619,136.262,136.7618,,,,,,,,,,,,,,0.9795,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,11,0,136.7624,137.7451,m,1,0.9795,,[],[],[],[],[],[],[],137.7452,139.745,139.7452,139.7454,[],[],[],[],[],[],[],,139.7454,139.7456,-0.082307535,-0.38101452,0,0,0,,0,10,10,147,1,2,word,ROMANTIC,print,romantic_p.png,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,139.7468,139.9451,139.9451,140.4451,,,,,,,,,,,,,,0.7816,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,12,0,140.4456,141.2285,m,0,0.7816,,[],[],[],[],[],[],[],141.2285,143.2284,143.2284,143.2287,[],[],[],[],[],[],[],,143.2288,143.2288,-0.082307535,-0.38101452,0,0,0,,0,11,11,64,1,2,TL,paficic,print,paficic_p.png,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,143.23,143.4283,143.4285,143.9284,,,,,,,,,,,,,,1.087,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,13,0,143.929,145.0275,z,1,1.087,,[],[],[],[],[],[],[],145.0277,147.0284,147.0284,147.0287,[],[],[],[],[],[],[],,147.0288,147.029,-0.082307535,-0.38101452,0,0,0,,0,12,12,79,1,2,TL,vadility,print,vadility_p.png,,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,147.0302,147.2284,147.2286,147.7284,,,,,,,,,,,,,,1.7203,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,14,1,147.729,149.4618,z,1,1.7203,,[],[],[],[],[],[],[],149.4619,151.4617,151.4618,153.5118,[],[],[],[],[],[],[],z,153.512,153.5121,-0.082307535,-0.38101452,0,0,0,,0,13,13,33,1,2,RL,strapely,cursive,strapely_c.png,2.0377,,,,,
,,,,31962,001,2025-10-19_21h11.09.786,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,153.5133,153.7117,153.7117,154.2117,,,,,,,,,,,,,,0.9146,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,15,0,154.2123,155.1284,m,1,0.9146,,[],[],[],[],[],[],[],155.1285,157.1284,157.1285,157.1287,[],[],[],[],[],[],[],,157.1287,157.1288,-0.082307535,-0.38101452,0,0,0,,0,14,14,95,1,2,word,COMEDY,cursive,comedy_c.png,,,,,,
