counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list2_trials.thisRepN,list2_trials.thisTrialN,list2_trials.thisN,list2_trials.thisIndex,list2_trials.ran,list_id,item_type,string,font,stim_file,key_resp_2.rt,key_resp_2.duration,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,453.9879,454.187,454.187,454.6882,,,,,,,,,,,,0.8149,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,66,0,454.6886,455.504,z,1,[],[],[],[],[],[],[],455.5041,457.505,457.505,457.5051,[],[],[],[],[],[],[],,457.5051,457.5052,-0.145294732,-0.357731188,0,0,0,,0,65,65,1,1,2,RL,caleberia,print,caleberia_p.png,0.8149,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,457.5059,457.7049,457.7049,458.2049,,,,,,,,,,,,0.7319,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,67,0,458.2052,458.9378,z,1,[],[],[],[],[],[],[],458.9379,460.9386,460.9387,460.9388,[],[],[],[],[],[],[],,460.9388,460.9389,-0.145294732,-0.357731188,0,0,0,,0,66,66,74,1,2,TL,rerite,cursive,rerite_c.png,0.7319,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,460.9398,461.1377,461.1378,461.6386,,,,,,,,,,,,1.9929,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,68,0,461.6389,463.6378,z,1,[],[],[],[],[],[],[],463.6378,465.639,465.639,465.6392,[],[],[],[],[],[],[],,465.6392,465.6393,-0.145294732,-0.357731188,0,0,0,,0,67,67,32,1,2,RL,speniven,print,speniven_p.png,1.9929,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,465.6404,465.8385,465.8386,466.339,,,,,,,,,,,,1.321,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,69,0,466.3393,467.6725,m,1,[],[],[],[],[],[],[],467.6725,469.6724,469.6724,469.6725,[],[],[],[],[],[],[],,469.6725,469.6727,-0.145294732,-0.357731188,0,0,0,,0,68,68,147,1,2,word,ROMANTIC,print,romantic_p.png,1.321,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,469.6733,469.8726,469.8727,470.3727,,,,,,,,,,,,1.2613,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,70,1,470.3731,471.6385,m,1,[],[],[],[],[],[],[],471.6386,473.6396,473.6396,475.4893,[],[],[],[],[],[],[],m,475.4893,475.4894,-0.054887017,-0.345319485,0,0,0,,0,69,69,115,1,2,word,LOGICAL,print,logical_p.png,1.2613,,1.8473,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,475.4901,475.6887,475.6887,476.1897,,,,,,,,,,,,1.4137,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,71,0,476.19,477.6052,z,1,[],[],[],[],[],[],[],477.6053,479.6059,479.606,479.6061,[],[],[],[],[],[],[],,479.6061,479.6063,-0.054887017,-0.345319485,0,0,0,,0,70,70,6,1,2,RL,conbicer,print,conbicer_p.png,1.4137,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,479.6071,479.8065,479.8066,480.3058,,,,,,,,,,,,0.6802,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,72,1,480.3061,480.9888,z,1,[],[],[],[],[],[],[],480.9888,482.9892,482.9892,484.3226,[],[],[],[],[],[],[],z,484.3226,484.3227,-0.054887017,-0.345319485,0,0,0,,0,71,71,12,1,2,RL,gralekul,cursive,gralekul_c.png,0.6802,,1.3224,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,484.3234,484.5227,484.5227,485.0236,,,,,,,,,,,,0.661,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,73,0,485.024,485.6895,z,1,[],[],[],[],[],[],[],485.6895,487.6898,487.6898,487.6899,[],[],[],[],[],[],[],,487.6899,487.69,-0.054887017,-0.345319485,0,0,0,,0,72,72,35,1,2,RL,vesofity,print,vesofity_p.png,0.661,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,487.6909,487.8898,487.8898,488.3895,,,,,,,,,,,,0.9277,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,74,0,488.3899,489.3228,m,1,[],[],[],[],[],[],[],489.3228,491.3236,491.3237,491.3237,[],[],[],[],[],[],[],,491.3238,491.3238,-0.054887017,-0.345319485,0,0,0,,0,73,73,84,1,2,word,BELOVED,cursive,beloved_c.png,0.9277,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,491.3254,491.5241,491.5242,492.0236,,,,,,,,,,,,1.0139,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,75,0,492.024,493.0402,z,1,[],[],[],[],[],[],[],493.0402,495.0401,495.0402,495.0403,[],[],[],[],[],[],[],,495.0404,495.0404,-0.054887017,-0.345319485,0,0,0,,0,74,74,64,1,2,TL,paficic,print,paficic_p.png,1.0139,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,495.0413,495.2409,495.2409,495.741,,,,,,,,,,,,1.5792,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,76,0,495.7414,497.3237,z,0,[],[],[],[],[],[],[],497.3237,499.3243,499.3244,499.3245,[],[],[],[],[],[],[],,499.3245,499.3245,-0.054887017,-0.345319485,0,0,0,,0,75,75,120,1,2,word,MILITARY,cursive,military_c.png,1.5792,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,499.3252,499.5243,499.5244,500.0238,,,,,,,,,,,,1.3912,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,77,0,500.0243,501.4244,z,1,[],[],[],[],[],[],[],501.4244,503.4239,503.4239,503.424,[],[],[],[],[],[],[],,503.424,503.424,-0.054887017,-0.345319485,0,0,0,,0,76,76,57,1,2,TL,meromy,cursive,meromy_c.png,1.3912,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,503.4247,503.6235,503.6236,504.1248,,,,,,,,,,,,0.7812,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,78,0,504.1253,504.9078,z,1,[],[],[],[],[],[],[],504.9078,506.9085,506.9085,506.9086,[],[],[],[],[],[],[],,506.9087,506.9087,-0.054887017,-0.345319485,0,0,0,,0,77,77,54,1,2,TL,liretal,cursive,liretal_c.png,0.7812,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,506.9104,507.1075,507.1075,507.6085,,,,,,,,,,,,1.3549,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,79,0,507.609,508.9752,m,1,[],[],[],[],[],[],[],508.9753,510.9753,510.9754,510.9755,[],[],[],[],[],[],[],,510.9755,510.9756,-0.054887017,-0.345319485,0,0,0,,0,78,78,81,1,2,word,ADVISORY,print,advisory_p.png,1.3549,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,510.9765,511.1753,511.1753,511.6754,,,,,,,,,,,,0.7226,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,80,0,511.6758,512.4088,z,0,[],[],[],[],[],[],[],512.4089,514.4089,514.409,514.4091,[],[],[],[],[],[],[],,514.4091,527.4426,-0.107837728,-0.400168796,1,0,0,,0,79,79,121,1,2,word,MISTAKE,cursive,mistake_c.png,0.7226,,,,break_done_button,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,527.4432,527.6427,527.6428,528.1431,,,,,,,,,,,,1.2204,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,81,0,528.1434,529.3756,m,1,[],[],[],[],[],[],[],529.3756,531.3767,531.3768,531.3769,[],[],[],[],[],[],[],,531.3769,531.377,-0.107837728,-0.400168796,0,0,0,,0,80,80,153,1,2,word,STOLEN,print,stolen_p.png,1.2204,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,531.378,531.5756,531.5756,532.0757,,,,,,,,,,,,1.2472,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,82,0,532.0761,533.3256,m,1,[],[],[],[],[],[],[],533.3257,535.327,535.327,535.3271,[],[],[],[],[],[],[],,535.3272,535.3273,-0.107837728,-0.400168796,0,0,0,,0,81,81,101,1,2,word,DELICATE,print,delicate_p.png,1.2472,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,535.3282,535.5266,535.5267,536.027,,,,,,,,,,,,0.9297,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,83,1,536.0274,536.9594,m,1,[],[],[],[],[],[],[],536.9595,538.9594,538.9594,541.5098,[-0.2978076850043403],[-0.33822835286458336],[1],[0],[0],[2.5500999999977694],"[""button_left_probe""]",,541.5098,541.5098,-0.297807685,-0.338228353,1,0,0,,0,82,82,142,1,2,word,REMOTE,cursive,remote_c.png,0.9297,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,541.5106,541.7104,541.7104,542.2101,,,,,,,,,,,,2.4985,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,84,0,542.2104,544.71,z,1,[],[],[],[],[],[],[],544.7101,546.7104,546.7104,546.7106,[],[],[],[],[],[],[],,546.7106,546.7107,-0.297807685,-0.338228353,0,0,0,,0,83,83,51,1,2,TL,etidor,cursive,etidor_c.png,2.4985,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,546.7115,546.9111,546.9111,547.4104,,,,,,,,,,,,0.9614,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,85,0,547.4108,548.3778,z,0,[],[],[],[],[],[],[],548.3778,550.3777,550.3777,550.3779,[],[],[],[],[],[],[],,550.3779,550.378,-0.297807685,-0.338228353,0,0,0,,0,84,84,146,1,2,word,RETIRE,cursive,retire_c.png,0.9614,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,550.3789,550.5777,550.5778,551.078,,,,,,,,,,,,1.7134,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,86,1,551.0784,552.7937,z,1,[],[],[],[],[],[],[],552.7937,554.7949,554.7949,556.1774,[],[],[],[],[],[],[],z,556.1775,556.1777,-0.297807685,-0.338228353,0,0,0,,0,85,85,20,1,2,RL,onegator,cursive,onegator_c.png,1.7134,,1.3817,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,556.1786,556.3785,556.3785,556.878,,,,,,,,,,,,1.1551,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,87,0,556.8783,558.0452,z,1,[],[],[],[],[],[],[],558.0453,560.0453,560.0453,560.0454,[],[],[],[],[],[],[],,560.0455,560.0455,-0.297807685,-0.338228353,0,0,0,,0,86,86,39,1,2,TL,aminal,print,aminal_p.png,1.1551,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,560.0465,560.2453,560.2453,560.7454,,,,,,,,,,,,1.2702,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,88,0,560.7458,562.0282,m,1,[],[],[],[],[],[],[],562.0283,564.029,564.029,564.0291,[],[],[],[],[],[],[],,564.0291,564.0292,-0.297807685,-0.338228353,0,0,0,,0,87,87,112,1,2,word,LIBERAL,print,liberal_p.png,1.2702,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,564.0303,564.2286,564.2286,564.728,,,,,,,,,,,,0.9445,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,89,0,564.7284,565.6789,z,1,[],[],[],[],[],[],[],565.679,567.678,567.678,567.6781,[],[],[],[],[],[],[],,567.6781,567.6781,-0.297807685,-0.338228353,0,0,0,,0,88,88,18,1,2,RL,mesibine,print,mesibine_p.png,0.9445,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,567.6786,567.8792,567.8792,568.3782,,,,,,,,,,,,0.745,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,90,0,568.3786,569.1292,z,1,[],[],[],[],[],[],[],569.1293,571.1294,571.1295,571.1296,[],[],[],[],[],[],[],,571.1297,571.1298,-0.297807685,-0.338228353,0,0,0,,0,89,89,36,1,2,RL,vecelan,print,vecelan_p.png,0.745,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,571.1306,571.3294,571.3294,571.8294,,,,,,,,,,,,0.9481,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,91,0,571.8298,572.7784,m,1,[],[],[],[],[],[],[],572.7785,574.7786,574.7787,574.7788,[],[],[],[],[],[],[],,574.7788,574.7788,-0.297807685,-0.338228353,0,0,0,,0,90,90,96,1,2,word,CONSIDER,print,consider_p.png,0.9481,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,574.7799,574.9794,574.9794,575.4794,,,,,,,,,,,,0.7804,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,92,0,575.4798,576.262,z,1,[],[],[],[],[],[],[],576.2621,578.2632,578.2632,578.2633,[],[],[],[],[],[],[],,578.2634,578.2635,-0.297807685,-0.338228353,0,0,0,,0,91,91,11,1,2,RL,formuke,print,formuke_p.png,0.7804,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,578.2646,578.4621,578.4622,578.9632,,,,,,,,,,,,1.4472,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,93,0,578.9635,580.4124,m,1,[],[],[],[],[],[],[],580.4124,582.4139,582.414,582.4142,[],[],[],[],[],[],[],,582.4142,582.4143,-0.297807685,-0.338228353,0,0,0,,0,92,92,89,1,2,word,CAPACITY,print,capacity_p.png,1.4472,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,582.4155,582.6132,582.6132,583.1127,,,,,,,,,,,,1.4937,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,94,0,583.1131,584.6137,m,1,[],[],[],[],[],[],[],584.6137,586.6128,586.6129,586.6131,[],[],[],[],[],[],[],,586.6131,586.6131,-0.297807685,-0.338228353,0,0,0,,0,93,93,102,1,2,word,DENSITY,print,density_p.png,1.4937,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,586.6147,586.814,586.8141,587.3128,,,,,,,,,,,,1.2228,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,95,0,587.3133,588.5475,m,1,[],[],[],[],[],[],[],588.5476,590.5475,590.5475,590.5477,[],[],[],[],[],[],[],,590.5478,590.5478,-0.297807685,-0.338228353,0,0,0,,0,94,94,149,1,2,word,SENATOR,print,senator_p.png,1.2228,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,590.5493,590.7475,590.7475,591.2475,,,,,,,,,,,,2.6809,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,96,1,591.2481,593.9303,m,0,[],[],[],[],[],[],[],593.9309,595.9312,595.9312,598.8312,[],[],[],[],[],[],[],z,598.8313,598.8315,-0.297807685,-0.338228353,0,0,0,,0,95,95,47,1,2,TL,crinimal,cursive,crinimal_c.png,2.6809,,2.8877,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,598.8326,599.0314,599.0314,599.5316,,,,,,,,,,,,1.2787,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,97,0,599.5322,600.8135,z,1,[],[],[],[],[],[],[],600.8135,602.8144,602.8144,602.8147,[],[],[],[],[],[],[],,602.8147,602.8148,-0.297807685,-0.338228353,0,0,0,,0,96,96,77,1,2,TL,sloten,print,sloten_p.png,1.2787,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,602.8161,603.0152,603.0154,603.515,,,,,,,,,,,,2.3976,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,98,0,603.5155,605.9142,m,1,[],[],[],[],[],[],[],605.9145,607.9153,607.9153,607.9155,[],[],[],[],[],[],[],,607.9155,607.9157,-0.297807685,-0.338228353,0,0,0,,0,97,97,152,1,2,word,SPECIMEN,print,specimen_p.png,2.3976,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,607.9167,608.1142,608.1143,608.6153,,,,,,,,,,,,1.5044,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,99,0,608.6156,610.1323,m,1,[],[],[],[],[],[],[],610.1324,612.1313,612.1313,612.1314,[],[],[],[],[],[],[],,612.1315,612.1316,-0.297807685,-0.338228353,0,0,0,,0,98,98,145,1,2,word,RESUME,cursive,resume_c.png,1.5044,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,612.1329,612.3323,612.3324,612.8324,,,,,,,,,,,,1.5101,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,100,0,612.8327,614.3488,z,0,[],[],[],[],[],[],[],614.3488,616.3495,616.3495,616.3497,[],[],[],[],[],[],[],,616.3498,616.3498,-0.297807685,-0.338228353,0,0,0,,0,99,99,82,1,2,word,AMATEUR,cursive,amateur_c.png,1.5101,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,616.351,616.5492,616.5494,617.0492,,,,,,,,,,,,2.4977,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,101,0,617.05,619.549,m,1,[],[],[],[],[],[],[],619.549,621.5498,621.5498,621.5499,[],[],[],[],[],[],[],,621.55,621.5504,-0.297807685,-0.338228353,0,0,0,,0,100,100,93,1,2,word,CEREMONY,print,ceremony_p.png,2.4977,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,621.5515,621.7496,621.7496,622.2493,,,,,,,,,,,,1.9791,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,102,0,622.2497,624.2317,z,1,[],[],[],[],[],[],[],624.2317,626.2333,626.2333,626.2335,[],[],[],[],[],[],[],,626.2335,626.2338,-0.297807685,-0.338228353,0,0,0,,0,101,101,3,1,2,RL,capefory,print,capefory_p.png,1.9791,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,626.2349,626.4334,626.4335,626.9333,,,,,,,,,,,,1.0763,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,103,0,626.934,628.0165,z,1,[],[],[],[],[],[],[],628.0165,630.0165,630.0165,630.0168,[],[],[],[],[],[],[],,630.0169,630.0172,-0.297807685,-0.338228353,0,0,0,,0,102,102,42,1,2,TL,bedise,cursive,bedise_c.png,1.0763,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,630.0183,630.2167,630.2168,630.7168,,,,,,,,,,,,0.9968,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,104,0,630.7173,631.7161,m,1,[],[],[],[],[],[],[],631.7162,633.7165,633.7165,633.7167,[],[],[],[],[],[],[],,633.7168,633.7168,-0.297807685,-0.338228353,0,0,0,,0,103,103,128,1,2,word,PACIFIC,print,pacific_p.png,0.9968,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,633.7182,633.917,633.9171,634.4166,,,,,,,,,,,,0.7949,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,105,1,634.4175,635.2171,z,0,[],[],[],[],[],[],[],635.2172,637.2173,637.2173,638.4336,[],[],[],[],[],[],[],z,638.4338,638.4339,-0.297807685,-0.338228353,0,0,0,,0,104,104,90,1,2,word,CAPITAL,cursive,capital_c.png,0.7949,,1.214,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,638.4346,638.6333,638.6333,639.1341,,,,,,,,,,,,1.0968,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,106,1,639.1348,640.2337,z,1,[],[],[],[],[],[],[],640.2338,642.2331,642.2331,643.6349,[],[],[],[],[],[],[],m,643.6349,643.6349,-0.297807685,-0.338228353,0,0,0,,0,105,105,15,1,2,RL,linedal,print,linedal_p.png,1.0968,,1.4005,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,643.6355,643.8345,643.8345,644.3341,,,,,,,,,,,,1.8373,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,107,0,644.3346,646.1847,z,0,[],[],[],[],[],[],[],646.1848,648.1848,648.1848,648.1851,[],[],[],[],[],[],[],,648.1852,648.1855,-0.297807685,-0.338228353,0,0,0,,0,106,106,91,1,2,word,CARDINAL,cursive,cardinal_c.png,1.8373,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,648.1865,648.3836,648.3837,648.8847,,,,,,,,,,,,0.7368,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,108,0,648.8857,649.6349,m,0,[],[],[],[],[],[],[],649.6349,651.6344,651.6344,651.6346,[],[],[],[],[],[],[],,651.6346,651.6347,-0.297807685,-0.338228353,0,0,0,,0,107,107,37,1,2,TL,adacemy,cursive,adacemy_c.png,0.7368,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,651.6361,651.835,651.835,652.335,,,,,,,,,,,,0.8243,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,109,0,652.3361,653.1685,z,1,[],[],[],[],[],[],[],653.1685,655.1681,655.1682,655.1683,[],[],[],[],[],[],[],,655.1684,655.1684,-0.297807685,-0.338228353,0,0,0,,0,108,108,33,1,2,RL,strapely,cursive,strapely_c.png,0.8243,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,655.1692,655.3685,655.3685,655.868,,,,,,,,,,,,1.0449,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,110,0,655.8682,656.9186,m,1,[],[],[],[],[],[],[],656.9187,658.9188,658.9189,658.9189,[],[],[],[],[],[],[],,658.919,658.9191,-0.297807685,-0.338228353,0,0,0,,0,109,109,104,1,2,word,DOMINANT,print,dominant_p.png,1.0449,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,658.9204,659.1188,659.1188,659.6178,,,,,,,,,,,,1.773,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,111,0,659.6187,661.4011,z,1,[],[],[],[],[],[],[],661.4013,663.4023,663.4023,663.4025,[],[],[],[],[],[],[],,663.4025,663.4026,-0.297807685,-0.338228353,0,0,0,,0,110,110,28,1,2,RL,revune,cursive,revune_c.png,1.773,,,,,,
