counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,321.1285,321.3269,321.327,321.8268,,,,,,,,,,,,,,0.8201,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,64,0,321.8271,322.652,m,1,0.8201,,[],[],[],[],[],[],[],322.6521,324.6522,324.6523,324.6524,[],[],[],[],[],[],[],,,,324.6525,324.6526,0.082324219,-0.415867332,0,0,0,,0,63,63,81,1,1,word,ADVISORY,cursive,advisory_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,324.6537,324.852,324.8521,325.352,,,,,,,,,,,,,,0.8933,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,65,0,325.3526,326.2479,z,1,0.8933,,[],[],[],[],[],[],[],326.2479,328.2434,328.2434,328.2435,[],[],[],[],[],[],[],,,,328.2436,328.2436,0.082324219,-0.415867332,0,0,0,,0,64,64,77,1,1,TL,tritube,cursive,tritube_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,328.2447,328.4426,328.4426,328.9391,,,,,,,,,,,,,,0.663,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,66,0,328.9396,329.6035,m,1,0.663,,[],[],[],[],[],[],[],329.6035,331.6006,331.6006,331.6009,[],[],[],[],[],[],[],,,,331.6009,331.6011,0.082324219,-0.415867332,0,0,0,,0,65,65,83,1,1,word,ANIMAL,print,animal_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,331.6022,331.8007,331.8007,332.2966,,,,,,,,,,,,,,0.6631,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,67,0,332.2971,332.9635,m,1,0.6631,,[],[],[],[],[],[],[],332.9636,334.9592,334.9592,334.9595,[],[],[],[],[],[],[],,,,334.9595,334.9597,0.082324219,-0.415867332,0,0,0,,0,66,66,138,1,1,word,REFUSAL,print,refusal_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,334.9606,335.1589,335.159,335.6552,,,,,,,,,,,,,,0.713,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,68,1,335.6557,336.3719,z,0,0.713,,[],[],[],[],[],[],[],336.3719,338.3724,338.3724,339.7396,[],[],[],[],[],[],[],z,1.366,,339.7397,339.7398,0.082324219,-0.415867332,0,0,0,,0,67,67,140,1,1,word,RELATIVE,cursive,relative_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,339.7408,339.9393,339.9394,340.4389,,,,,,,,,,,,,,0.7608,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,69,1,340.4395,341.2054,z,1,0.7608,,[],[],[],[],[],[],[],341.2054,343.2022,343.2022,344.0186,[],[],[],[],[],[],[],z,0.8156,,344.0186,344.0187,0.082324219,-0.415867332,0,0,0,,0,68,68,36,1,1,RL,speniven,cursive,speniven_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,344.0194,344.2187,344.2187,344.7173,,,,,,,,,,,,,,0.8717,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,70,1,344.7177,345.5945,z,1,0.8717,,[],[],[],[],[],[],[],345.5945,347.5964,347.5966,348.8223,[],[],[],[],[],[],[],z,1.2213,,348.8224,348.8224,0.082324219,-0.415867332,0,0,0,,0,69,69,21,1,1,RL,opcifal,print,opcifal_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,348.823,349.0225,349.0225,349.5249,,,,,,,,,,,,,,2.0428,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,71,0,349.5254,351.5729,m,1,2.0428,,[],[],[],[],[],[],[],351.573,353.5727,353.5728,353.573,[],[],[],[],[],[],[],,,,353.573,353.5731,0.082324219,-0.415867332,0,0,0,,0,70,70,157,1,1,word,VALIDITY,cursive,validity_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,353.5742,353.7722,353.7723,354.276,,,,,,,,,,,,,,0.7365,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,72,0,354.2764,355.0167,z,1,0.7365,,[],[],[],[],[],[],[],355.0167,357.0132,357.0132,357.0135,[],[],[],[],[],[],[],,,,357.0136,357.0137,0.082324219,-0.415867332,0,0,0,,0,71,71,60,1,1,TL,manire,print,manire_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,357.0148,357.2133,357.2133,357.7136,,,,,,,,,,,,,,0.7339,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,73,0,357.714,358.4487,z,1,0.7339,,[],[],[],[],[],[],[],358.4487,360.443,360.443,360.4431,[],[],[],[],[],[],[],,,,360.4431,360.4433,0.082324219,-0.415867332,0,0,0,,0,72,72,54,1,1,TL,distupe,cursive,distupe_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,360.4441,360.639,360.639,361.1427,,,,,,,,,,,,,,0.7321,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,74,0,361.1432,361.8785,z,1,0.7321,,[],[],[],[],[],[],[],361.8785,363.8762,363.8763,363.8765,[],[],[],[],[],[],[],,,,363.8766,363.8767,0.082324219,-0.415867332,0,0,0,,0,73,73,22,1,1,RL,patisic,print,patisic_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,363.8779,364.0762,364.0764,364.578,,,,,,,,,,,,,,0.9418,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,75,0,364.5787,365.525,m,1,0.9418,,[],[],[],[],[],[],[],365.5251,367.5218,367.5219,367.5221,[],[],[],[],[],[],[],,,,367.5221,367.5222,0.082324219,-0.415867332,0,0,0,,0,74,74,116,1,1,word,MARGINAL,print,marginal_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,367.5233,367.7169,367.717,368.223,,,,,,,,,,,,,,0.7554,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,76,0,368.2237,368.9853,z,1,0.7554,,[],[],[],[],[],[],[],368.9854,370.9803,370.9804,370.9806,[],[],[],[],[],[],[],,,,370.9806,370.9807,0.082324219,-0.415867332,0,0,0,,0,75,75,65,1,1,TL,orinigal,cursive,orinigal_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,370.982,371.1807,371.1809,371.6749,,,,,,,,,,,,,,0.6427,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,77,0,371.6755,372.3203,z,1,0.6427,,[],[],[],[],[],[],[],372.3204,374.3221,374.3221,374.3223,[],[],[],[],[],[],[],,,,374.3223,374.3225,0.082324219,-0.415867332,0,0,0,,0,76,76,6,1,1,RL,crisival,print,crisival_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,374.3237,374.518,374.518,375.0182,,,,,,,,,,,,,,0.6986,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,78,0,375.0186,375.72,m,1,0.6986,,[],[],[],[],[],[],[],375.7201,377.7204,377.7204,377.7205,[],[],[],[],[],[],[],,,,377.7205,377.7206,0.082324219,-0.415867332,0,0,0,,0,77,77,136,1,1,word,RADICAL,print,radical_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,377.7216,377.9215,377.9215,378.42,,,,,,,,,,,,,,0.6308,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,79,0,378.4206,379.0544,z,1,0.6308,,[],[],[],[],[],[],[],379.0544,381.0513,381.0514,381.0516,[],[],[],[],[],[],[],,,,381.0516,381.0517,0.082324219,-0.415867332,0,0,0,,0,78,78,19,1,1,RL,monebate,print,monebate_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,381.0526,381.2514,381.2515,381.7535,,,,,,,,,,,,,,0.6622,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,80,0,381.7541,382.4213,m,1,0.6622,,[],[],[],[],[],[],[],382.4213,384.4165,384.4165,384.4167,[],[],[],[],[],[],[],,,,384.4168,461.2496,0.081054688,-0.42421875,0,0,0,space,0,79,79,106,1,1,word,ELABORATE,print,elaborate_p.png,76.8116,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,461.2508,461.4463,461.4463,461.9514,,,,,,,,,,,,,,0.8697,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,81,0,461.952,462.8266,m,1,0.8697,,[],[],[],[],[],[],[],462.8267,464.8261,464.8263,464.8265,[],[],[],[],[],[],[],,,,464.8265,464.8266,0.081054688,-0.42421875,0,0,0,,0,80,80,82,1,1,word,AMATEUR,print,amateur_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,464.8278,465.0261,465.0263,465.5265,,,,,,,,,,,,,,0.8805,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,82,1,465.527,466.4081,z,1,0.8805,,[],[],[],[],[],[],[],466.4081,468.4042,468.4042,469.304,[],[],[],[],[],[],[],m,0.8958,,469.304,469.3041,0.081054688,-0.42421875,0,0,0,,0,81,81,62,1,1,TL,mitilary,print,mitilary_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,469.3049,469.5006,469.5006,470.0011,,,,,,,,,,,,,,0.8049,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,83,0,470.0016,470.8096,z,0,0.8049,,[],[],[],[],[],[],[],470.8097,472.8106,472.8107,472.8108,[],[],[],[],[],[],[],,,,472.8108,472.8108,0.081054688,-0.42421875,0,0,0,,0,82,82,110,1,1,word,HERITAGE,cursive,heritage_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,472.812,473.0107,473.0107,473.5106,,,,,,,,,,,,,,0.6947,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,84,0,473.5111,474.2104,z,1,0.6947,,[],[],[],[],[],[],[],474.2105,476.2109,476.211,476.2112,[],[],[],[],[],[],[],,,,476.2112,476.2113,0.081054688,-0.42421875,0,0,0,,0,83,83,42,1,1,TL,befenit,print,befenit_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,476.2123,476.4107,476.4107,476.9064,,,,,,,,,,,,,,1.1633,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,85,1,476.907,478.0718,m,1,1.1633,,[],[],[],[],[],[],[],478.0718,480.0682,480.0683,483.2055,[],[],[],[],[],[],[],m,3.1317,,483.2056,483.2056,0.081054688,-0.42421875,0,0,0,,0,84,84,113,1,1,word,LITERAL,print,literal_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,483.2061,483.4051,483.4051,483.9013,,,,,,,,,,,,,,1.78,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,86,0,483.9018,485.6865,m,1,1.78,,[],[],[],[],[],[],[],485.6866,487.6875,487.6875,487.6877,[],[],[],[],[],[],[],,,,487.6878,487.6879,0.081054688,-0.42421875,0,0,0,,0,85,85,131,1,1,word,POPULAR,cursive,popular_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,487.6891,487.8885,487.8885,488.3886,,,,,,,,,,,,,,0.9524,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,87,0,488.389,489.3486,m,1,0.9524,,[],[],[],[],[],[],[],489.3488,491.3465,491.3466,491.3468,[],[],[],[],[],[],[],,,,491.3469,491.347,0.081054688,-0.42421875,0,0,0,,0,86,86,155,1,1,word,STRATEGY,cursive,strategy_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,491.3482,491.5442,491.5442,492.0433,,,,,,,,,,,,,,0.5865,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,88,0,492.0434,492.6352,z,1,0.5865,,[],[],[],[],[],[],[],492.6352,494.635,494.635,494.6353,[],[],[],[],[],[],[],,,,494.6353,494.6354,0.081054688,-0.42421875,0,0,0,,0,87,87,30,1,1,RL,relone,print,relone_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,494.6365,494.8306,494.8306,495.3344,,,,,,,,,,,,,,0.7284,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,89,1,495.3349,496.0683,z,1,0.7284,,[],[],[],[],[],[],[],496.0684,498.0686,498.0687,499.8599,[],[],[],[],[],[],[],m,1.7874,,499.8599,499.86,0.081054688,-0.42421875,0,0,0,,0,88,88,4,1,1,RL,carminal,print,carminal_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,499.8606,500.0607,500.0607,500.5599,,,,,,,,,,,,,,0.7204,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,90,0,500.5604,501.2849,m,1,0.7204,,[],[],[],[],[],[],[],501.285,503.286,503.286,503.2862,[],[],[],[],[],[],[],,,,503.2862,503.2863,0.081054688,-0.42421875,0,0,0,,0,89,89,130,1,1,word,POLICY,cursive,policy_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,503.2871,503.4859,503.4859,503.986,,,,,,,,,,,,,,0.5941,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,91,0,503.9866,504.586,z,1,0.5941,,[],[],[],[],[],[],[],504.5861,506.5862,506.5862,506.5864,[],[],[],[],[],[],[],,,,506.5865,506.5866,0.081054688,-0.42421875,0,0,0,,0,90,90,12,1,1,RL,ebiwent,print,ebiwent_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,506.5878,506.7859,506.786,507.2812,,,,,,,,,,,,,,1.4668,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,92,1,507.2819,508.751,z,1,1.4668,,[],[],[],[],[],[],[],508.7511,510.7511,510.7511,511.9222,[],[],[],[],[],[],[],m,1.1706,,511.9223,511.9224,0.081054688,-0.42421875,0,0,0,,0,91,91,24,1,1,RL,probice,print,probice_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,511.9234,512.1226,512.1226,512.618,,,,,,,,,,,,,,0.8431,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,93,0,512.6185,513.4651,z,1,0.8431,,[],[],[],[],[],[],[],513.4651,515.464,515.464,515.4642,[],[],[],[],[],[],[],,,,515.4643,515.4644,0.081054688,-0.42421875,0,0,0,,0,92,92,3,1,1,RL,casena,cursive,casena_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,515.4656,515.6602,515.6602,516.1624,,,,,,,,,,,,,,1.0567,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,94,0,516.1629,517.2226,z,1,1.0567,,[],[],[],[],[],[],[],517.2228,519.2227,519.2227,519.223,[],[],[],[],[],[],[],,,,519.223,519.2231,0.081054688,-0.42421875,0,0,0,,0,93,93,61,1,1,TL,mecidine,cursive,mecidine_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,519.2243,519.4228,519.4228,519.9228,,,,,,,,,,,,,,0.7734,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,95,0,519.9233,520.702,m,0,0.7734,,[],[],[],[],[],[],[],520.7021,522.7018,522.7018,522.702,[],[],[],[],[],[],[],,,,522.7021,522.7022,0.081054688,-0.42421875,0,0,0,,0,94,94,66,1,1,TL,panert,cursive,panert_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,522.7035,522.9021,522.9022,523.4025,,,,,,,,,,,,,,0.731,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,96,0,523.403,524.1353,z,1,0.731,,[],[],[],[],[],[],[],524.1354,526.1298,526.1299,526.13,[],[],[],[],[],[],[],,,,526.1301,526.1302,0.081054688,-0.42421875,0,0,0,,0,95,95,13,1,1,RL,linefal,print,linefal_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,526.1314,526.3303,526.3304,526.8303,,,,,,,,,,,,,,0.8279,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,97,0,526.8308,527.6633,m,1,0.8279,,[],[],[],[],[],[],[],527.6634,529.6632,529.6633,529.6635,[],[],[],[],[],[],[],,,,529.6636,529.6636,0.081054688,-0.42421875,0,0,0,,0,96,96,122,1,1,word,MOBILE,cursive,mobile_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,529.6648,529.8596,529.8597,530.3599,,,,,,,,,,,,,,0.6388,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,98,1,530.3603,531.0021,z,1,0.6388,,[],[],[],[],[],[],[],531.0022,533.0017,533.0017,534.2776,[],[],[],[],[],[],[],z,1.2705,,534.2776,534.2777,0.081054688,-0.42421875,0,0,0,,0,97,97,55,1,1,TL,fornute,print,fornute_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,534.2784,534.4778,534.4778,534.9777,,,,,,,,,,,,,,0.7857,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,99,0,534.9783,535.7697,z,1,0.7857,,[],[],[],[],[],[],[],535.7698,537.7694,537.7694,537.7695,[],[],[],[],[],[],[],,,,537.7695,537.7696,0.081054688,-0.42421875,0,0,0,,0,98,98,31,1,1,RL,reconal,cursive,reconal_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,537.7703,537.9693,537.9694,538.4652,,,,,,,,,,,,,,0.6401,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,100,0,538.4659,539.1112,z,1,0.6401,,[],[],[],[],[],[],[],539.1112,541.11,541.1101,541.1103,[],[],[],[],[],[],[],,,,541.1103,541.1104,0.081054688,-0.42421875,0,0,0,,0,99,99,37,1,1,RL,skofen,print,skofen_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,541.1117,541.306,541.306,541.8059,,,,,,,,,,,,,,0.6449,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,101,0,541.8065,542.4559,m,1,0.6449,,[],[],[],[],[],[],[],542.456,544.4514,544.4515,544.4518,[],[],[],[],[],[],[],,,,544.4518,544.452,0.081054688,-0.42421875,0,0,0,,0,100,100,117,1,1,word,MARINE,print,marine_p.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,544.4532,544.6519,544.652,545.1504,,,,,,,,,,,,,,0.7248,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,102,0,545.151,545.8769,z,1,0.7248,,[],[],[],[],[],[],[],545.8769,547.8779,547.878,547.8782,[],[],[],[],[],[],[],,,,547.8783,547.8784,0.081054688,-0.42421875,0,0,0,,0,101,101,63,1,1,TL,molibe,cursive,molibe_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,547.8797,548.08,548.0801,548.5774,,,,,,,,,,,,,,0.7158,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,103,0,548.5779,549.2944,z,1,0.7158,,[],[],[],[],[],[],[],549.2944,551.2915,551.2916,551.2918,[],[],[],[],[],[],[],,,,551.2918,551.2919,0.081054688,-0.42421875,0,0,0,,0,102,102,52,1,1,TL,decilate,cursive,decilate_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,551.2929,551.4917,551.4918,551.9918,,,,,,,,,,,,,,0.6455,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,104,0,551.9922,552.6432,m,1,0.6455,,[],[],[],[],[],[],[],552.6432,554.6436,554.6436,554.6437,[],[],[],[],[],[],[],,,,554.6437,554.6438,0.081054688,-0.42421875,0,0,0,,0,103,103,147,1,1,word,ROMANTIC,cursive,romantic_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,554.6446,554.8434,554.8434,555.3443,,,,,,,,,,,,,,0.994,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,105,0,555.3448,556.3446,z,1,0.994,,[],[],[],[],[],[],[],556.3447,558.3439,558.344,558.3441,[],[],[],[],[],[],[],,,,558.3442,558.3442,0.081054688,-0.42421875,0,0,0,,0,104,104,71,1,1,TL,regilion,cursive,regilion_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,558.3453,558.5444,558.5445,559.0397,,,,,,,,,,,,,,0.7024,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,106,0,559.0403,559.7477,z,1,0.7024,,[],[],[],[],[],[],[],559.7478,561.7463,561.7463,561.7466,[],[],[],[],[],[],[],,,,561.7467,561.7468,0.081054688,-0.42421875,0,0,0,,0,105,105,29,1,1,RL,refakive,cursive,refakive_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,561.7479,561.9432,561.9432,562.4467,,,,,,,,,,,,,,1.66,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,107,0,562.4473,564.1135,m,1,1.66,,[],[],[],[],[],[],[],564.1136,566.1117,566.1118,566.112,[],[],[],[],[],[],[],,,,566.112,566.1121,0.081054688,-0.42421875,0,0,0,,0,106,106,141,1,1,word,RELIGION,cursive,religion_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,566.113,566.3118,566.3118,566.806,,,,,,,,,,,,,,0.9355,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,108,1,566.8066,567.7463,m,1,0.9355,,[],[],[],[],[],[],[],567.7463,569.746,569.746,571.0228,[],[],[],[],[],[],[],z,1.2716,,571.0229,571.023,0.081054688,-0.42421875,0,0,0,,0,107,107,93,1,1,word,CEREMONY,cursive,ceremony_c.png,,,,
,,,,31851,001,2025-10-16_16h59.14.122,HW_LDT_1,2024.2.4,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,571.0239,571.2239,571.2239,571.7194,,,,,,,,,,,,,,1.4994,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,109,0,571.72,573.2235,m,1,1.4994,,[],[],[],[],[],[],[],573.2235,575.219,575.219,575.2193,[],[],[],[],[],[],[],,,,575.2194,575.2195,0.081054688,-0.42421875,0,0,0,,0,108,108,80,1,1,word,ACADEMY,cursive,academy_c.png,,,,
