counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,139.2656,139.4645,139.4646,139.9638,,,,,,,,,,,,,,2.0742,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,22,0,139.9643,142.0469,z,1,2.0742,,[],[],[],[],[],[],[],142.047,144.0469,144.0469,144.047,[],[],[],[],[],[],[],,144.0471,144.0472,0.063073256,-0.382624444,0,0,0,,0,21,21,14,1,4,RL,delahe,cursive,delahe_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,144.0481,144.2477,144.2477,144.7469,,,,,,,,,,,,,,1.678,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,23,0,144.7473,146.4308,z,0,1.678,,[],[],[],[],[],[],[],146.4308,148.431,148.4311,148.4313,[],[],[],[],[],[],[],,148.4314,148.4315,0.063073256,-0.382624444,0,0,0,,0,22,22,81,1,4,word,ADVISORY,cursive,advisory_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,148.4327,148.6306,148.6307,149.1305,,,,,,,,,,,,,,1.3574,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,24,0,149.1309,150.4974,z,1,1.3574,,[],[],[],[],[],[],[],150.4976,152.4967,152.4967,152.4969,[],[],[],[],[],[],[],,152.4969,152.497,0.063073256,-0.382624444,0,0,0,,0,23,23,23,1,4,RL,linefal,cursive,linefal_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,152.498,152.6973,152.6973,153.1975,,,,,,,,,,,,,,1.921,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,25,0,153.198,155.1308,z,1,1.921,,[],[],[],[],[],[],[],155.1308,157.1309,157.1309,157.1313,[],[],[],[],[],[],[],,157.1313,157.1314,0.1005228,-0.370488485,0,0,0,,0,24,24,35,1,4,RL,probice,cursive,probice_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,157.1323,157.3308,157.3309,157.8304,,,,,,,,,,,,,,2.1465,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,26,0,157.8309,159.9806,z,1,2.1465,,[],[],[],[],[],[],[],159.9807,161.9799,161.9799,161.9801,[],[],[],[],[],[],[],,161.9802,161.9802,0.055490112,-0.393651937,0,0,0,,0,25,25,19,1,4,RL,elacodate,cursive,elacodate_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,161.9811,162.1806,162.1807,162.6806,,,,,,,,,,,,,,1.1764,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,27,0,162.681,163.8641,m,1,1.1764,,[],[],[],[],[],[],[],163.8642,165.864,165.864,165.8642,[],[],[],[],[],[],[],,165.8642,165.8643,0.055490112,-0.393651937,0,0,0,,0,26,26,145,1,4,word,RESUME,print,resume_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,165.8654,166.0633,166.0634,166.564,,,,,,,,,,,,,,1.1426,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,28,0,166.5644,167.7132,m,0,1.1426,,[],[],[],[],[],[],[],167.7133,169.7131,169.7132,169.7133,[],[],[],[],[],[],[],,169.7134,169.7135,0.055490112,-0.393651937,0,0,0,,0,27,27,56,1,4,TL,donimant,cursive,donimant_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,169.7143,169.914,169.914,170.4136,,,,,,,,,,,,,,1.1892,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,29,1,170.414,171.6129,z,1,1.1892,,[],[],[],[],[],[],[],171.613,173.6128,173.6129,175.2305,[],[],[],[],[],[],[],m,175.2305,175.2306,0.055490112,-0.393651937,0,0,0,,0,28,28,18,1,4,RL,disluge,print,disluge_p.png,1.615,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,175.2311,175.4299,175.43,175.9295,,,,,,,,,,,,,,1.1549,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,30,0,175.93,177.0962,m,0,1.1549,,[],[],[],[],[],[],[],177.0963,179.0971,179.0971,179.0973,[],[],[],[],[],[],[],,179.0973,179.0975,0.055490112,-0.393651937,0,0,0,,0,29,29,73,1,4,TL,regilion,print,regilion_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,179.0985,179.297,179.2971,179.7971,,,,,,,,,,,,,,1.1472,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,31,0,179.7975,180.9464,z,1,1.1472,,[],[],[],[],[],[],[],180.9465,182.9473,182.9474,182.9475,[],[],[],[],[],[],[],,182.9476,182.9477,0.055490112,-0.393651937,0,0,0,,0,30,30,39,1,4,RL,relone,cursive,relone_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,182.9489,183.147,183.147,183.647,,,,,,,,,,,,,,1.3547,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,32,0,183.6475,185.0127,m,1,1.3547,,[],[],[],[],[],[],[],185.0128,187.0127,187.0128,187.013,[],[],[],[],[],[],[],,187.013,187.0131,0.055490112,-0.393651937,0,0,0,,0,31,31,111,1,4,word,INDICATE,print,indicate_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,187.0139,187.2135,187.2135,187.7127,,,,,,,,,,,,,,1.1621,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,33,1,187.7131,188.8803,m,1,1.1621,,[],[],[],[],[],[],[],188.8803,190.8803,190.8803,192.113,[],[],[],[],[],[],[],m,192.113,192.113,0.055490112,-0.393651937,0,0,0,,0,32,32,152,1,4,word,SPECIMEN,cursive,specimen_c.png,1.2292,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,192.1137,192.3133,192.3133,192.8136,,,,,,,,,,,,,,2.8546,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,34,1,192.814,195.6801,z,1,2.8546,,[],[],[],[],[],[],[],195.6802,197.6803,197.6804,199.2804,[],[],[],[],[],[],[],m,199.2804,199.2806,0.055490112,-0.393651937,0,0,0,,0,33,33,27,1,4,RL,menowy,print,menowy_p.png,1.592,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,199.2817,199.4797,199.4797,199.9791,,,,,,,,,,,,,,1.446,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,35,0,199.9795,201.4298,z,1,1.446,,[],[],[],[],[],[],[],201.4298,203.4297,203.4298,203.4299,[],[],[],[],[],[],[],,203.4299,203.43,0.055490112,-0.393651937,0,0,0,,0,34,34,29,1,4,RL,motide,print,motide_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,203.431,203.6303,203.6303,204.1292,,,,,,,,,,,,,,1.0268,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,36,1,204.1295,205.1635,m,0,1.0268,,[],[],[],[],[],[],[],205.1637,207.1631,207.1631,208.3292,[],[],[],[],[],[],[],m,208.3293,208.3293,0.055490112,-0.393651937,0,0,0,,0,35,35,67,1,4,TL,polupar,print,polupar_p.png,1.1584,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,208.3301,208.529,208.5291,209.0301,,,,,,,,,,,,,,0.8393,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,37,0,209.0305,209.8802,m,1,0.8393,,[],[],[],[],[],[],[],209.8803,211.8802,211.8802,211.8804,[],[],[],[],[],[],[],,211.8805,211.8806,0.055490112,-0.393651937,0,0,0,,0,36,36,127,1,4,word,ORIGINAL,print,original_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,211.8817,212.0789,212.079,212.58,,,,,,,,,,,,,,1.0058,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,38,0,212.5803,213.5956,m,1,1.0058,,[],[],[],[],[],[],[],213.5957,215.5958,215.5958,215.5959,[],[],[],[],[],[],[],,215.596,215.5961,0.055490112,-0.393651937,0,0,0,,0,37,37,105,1,4,word,EDITOR,print,editor_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,215.597,215.7962,215.7962,216.2967,,,,,,,,,,,,,,1.3058,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,39,0,216.297,217.6133,z,0,1.3058,,[],[],[],[],[],[],[],217.6134,219.6127,219.6127,219.6129,[],[],[],[],[],[],[],,219.613,219.6131,0.055490112,-0.393651937,0,0,0,,0,38,38,113,1,4,word,LITERAL,cursive,literal_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,219.614,219.8132,219.8133,220.3132,,,,,,,,,,,,,,0.84,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,40,0,220.3137,221.1633,m,1,0.84,,[],[],[],[],[],[],[],221.1635,223.1634,223.1635,223.1636,[],[],[],[],[],[],[],,223.1636,223.1637,0.058572116,-0.397576836,0,0,0,,0,39,39,121,1,4,word,MISTAKE,print,mistake_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,223.1647,223.3633,223.3633,223.8625,,,,,,,,,,,,,,1.5154,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,41,0,223.8629,225.379,z,1,1.5154,,[],[],[],[],[],[],[],225.379,227.3798,227.3799,227.38,[],[],[],[],[],[],[],,227.3802,227.3802,0.058828193,-0.397576836,0,0,0,,0,40,40,8,1,4,RL,casagity,cursive,casagity_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,227.3814,227.5798,227.5798,228.0798,,,,,,,,,,,,,,1.378,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,42,0,228.0803,229.4624,z,0,1.378,,[],[],[],[],[],[],[],229.4625,231.4621,231.4621,231.4623,[],[],[],[],[],[],[],,231.4623,231.4623,0.058828193,-0.397576836,0,0,0,,0,41,41,112,1,4,word,LIBERAL,cursive,liberal_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,231.4632,231.6631,231.6632,232.1631,,,,,,,,,,,,,,1.142,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,43,1,232.1636,233.3122,m,0,1.142,,[],[],[],[],[],[],[],233.3122,235.313,235.313,236.2798,[],[],[],[],[],[],[],z,236.2798,236.2799,0.058828193,-0.397576836,0,0,0,,0,42,42,55,1,4,TL,corevage,cursive,corevage_c.png,0.9561,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,236.2809,236.4797,236.4798,236.9796,,,,,,,,,,,,,,0.7955,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,44,1,236.9801,237.7786,m,1,0.7955,,[],[],[],[],[],[],[],237.7786,239.7787,239.7787,240.9452,[],[],[],[],[],[],[],m,240.9452,240.9453,0.058828193,-0.397576836,0,0,0,,0,43,43,80,1,4,word,ACADEMY,print,academy_p.png,1.1614,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,240.946,241.1463,241.1464,241.6464,,,,,,,,,,,,,,1.1213,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,45,0,241.647,242.7788,m,1,1.1213,,[],[],[],[],[],[],[],242.7789,244.7794,244.7795,244.7796,[],[],[],[],[],[],[],,244.7796,244.7796,0.058828193,-0.397320828,0,0,0,,0,44,44,98,1,4,word,CRIMINAL,cursive,criminal_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,244.7804,244.9796,244.9796,245.4786,,,,,,,,,,,,,,1.3809,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,46,0,245.479,246.8622,m,0,1.3809,,[],[],[],[],[],[],[],246.8623,248.8629,248.8629,248.8631,[],[],[],[],[],[],[],,248.8632,248.8632,0.059353299,-0.396233588,0,0,0,,0,45,45,65,1,4,TL,orepator,print,orepator_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,248.8641,249.0625,249.0625,249.5628,,,,,,,,,,,,,,1.1372,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,47,0,249.5633,250.7118,z,1,1.1372,,[],[],[],[],[],[],[],250.7119,252.7127,252.7128,252.7129,[],[],[],[],[],[],[],,252.7129,252.7131,0.059353299,-0.396233588,0,0,0,,0,46,46,0,1,4,RL,abanemy,print,abanemy_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,252.7139,252.9119,252.912,253.4123,,,,,,,,,,,,,,1.6459,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,48,0,253.4128,255.0616,z,1,1.6459,,[],[],[],[],[],[],[],255.0616,257.0622,257.0622,257.0624,[],[],[],[],[],[],[],,257.0624,257.0625,0.059353299,-0.39675354,0,0,0,,0,47,47,43,1,4,RL,rovastic,print,rovastic_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,257.0633,257.2627,257.2627,257.7627,,,,,,,,,,,,,,0.6774,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,49,1,257.7631,258.4462,z,1,0.6774,,[],[],[],[],[],[],[],258.4463,260.446,260.4461,261.679,[],[],[],[],[],[],[],m,261.6791,261.6791,0.055251058,-0.400004476,0,0,0,,0,48,48,40,1,4,RL,reconal,print,reconal_p.png,1.2297,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,261.6798,261.8785,261.8786,262.3793,,,,,,,,,,,,,,1.7728,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,50,0,262.3796,264.1626,m,0,1.7728,,[],[],[],[],[],[],[],264.1627,266.1623,266.1623,266.1625,[],[],[],[],[],[],[],,266.1625,266.1626,0.056033664,-0.4005405,0,0,0,,0,49,49,68,1,4,TL,prosopal,print,prosopal_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,266.1637,266.3617,266.3617,266.8621,,,,,,,,,,,,,,1.0547,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,51,1,266.8625,267.9291,z,0,1.0547,,[],[],[],[],[],[],[],267.9292,269.9292,269.9292,271.0461,[],[],[],[],[],[],[],m,271.0461,271.0462,0.056033664,-0.4005405,0,0,0,,0,50,50,129,1,4,word,PARENT,cursive,parent_c.png,1.1051,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,271.0472,271.2453,271.2453,271.746,,,,,,,,,,,,,,1.1038,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,52,0,271.7466,272.8623,m,1,1.1038,,[],[],[],[],[],[],[],272.8625,274.8616,274.8616,274.8618,[],[],[],[],[],[],[],,274.8618,274.8619,0.058419325,-0.399881456,0,0,0,,0,51,51,140,1,4,word,RELATIVE,print,relative_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,274.8628,275.0627,275.0628,275.5624,,,,,,,,,,,,,,0.7446,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,53,0,275.5628,276.3125,m,1,0.7446,,[],[],[],[],[],[],[],276.3125,278.3124,278.3124,278.3125,[],[],[],[],[],[],[],,278.3125,278.3126,0.058101739,-0.398661296,0,0,0,,0,52,52,93,1,4,word,CEREMONY,print,ceremony_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,278.3133,278.5118,278.5118,279.0126,,,,,,,,,,,,,,0.9113,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,54,0,279.0133,279.9285,z,1,0.9113,,[],[],[],[],[],[],[],279.9285,281.9291,281.9291,281.9292,[],[],[],[],[],[],[],,281.9293,281.9293,0.058101739,-0.398661296,0,0,0,,0,53,53,12,1,4,RL,conbicer,cursive,conbicer_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,281.9302,282.1292,282.1293,282.6291,,,,,,,,,,,,,,0.9153,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,55,0,282.6295,283.5452,m,1,0.9153,,[],[],[],[],[],[],[],283.5452,285.5457,285.5457,285.5459,[],[],[],[],[],[],[],,285.5459,285.5459,0.058101739,-0.398149143,0,0,0,,0,54,54,154,1,4,word,STORAGE,print,storage_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,285.547,285.7452,285.7452,286.2456,,,,,,,,,,,,,,0.5786,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,56,0,286.246,286.828,m,1,0.5786,,[],[],[],[],[],[],[],286.828,288.8279,288.828,288.8282,[],[],[],[],[],[],[],,288.8282,288.8282,0.058101739,-0.397893338,0,0,0,,0,55,55,125,1,4,word,OPERATOR,print,operator_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,288.8291,289.0282,289.0283,289.5289,,,,,,,,,,,,,,0.6698,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,57,0,289.5293,290.2125,m,1,0.6698,,[],[],[],[],[],[],[],290.2125,292.2118,292.2118,292.2119,[],[],[],[],[],[],[],,292.212,292.2121,0.056606581,-0.3952162,0,0,0,,0,56,56,103,1,4,word,DISPUTE,print,dispute_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,292.2129,292.4122,292.4122,292.9114,,,,,,,,,,,,,,1.8562,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,58,0,292.9119,294.7779,z,0,1.8562,,[],[],[],[],[],[],[],294.778,296.7788,296.7788,296.779,[],[],[],[],[],[],[],,296.779,296.7791,0.056606581,-0.3952162,0,0,0,,0,57,57,97,1,4,word,COVERAGE,cursive,coverage_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,296.78,296.979,296.979,297.4785,,,,,,,,,,,,,,0.9776,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,59,0,297.479,298.4623,m,1,0.9776,,[],[],[],[],[],[],[],298.4624,300.4622,300.4622,300.4623,[],[],[],[],[],[],[],,300.4623,300.4624,0.056606581,-0.3952162,0,0,0,,0,58,58,120,1,4,word,MILITARY,print,military_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,300.4633,300.6621,300.6621,301.1622,,,,,,,,,,,,,,0.8865,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,60,0,301.1628,302.062,z,0,0.8865,,[],[],[],[],[],[],[],302.0621,304.0621,304.0621,304.0623,[],[],[],[],[],[],[],,304.0623,304.0623,0.056862657,-0.3952162,0,0,0,,0,59,59,108,1,4,word,FORTUNE,cursive,fortune_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,304.0635,304.2612,304.2613,304.7621,,,,,,,,,,,,,,0.8468,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,61,1,304.7624,305.6111,m,1,0.8468,,[],[],[],[],[],[],[],305.6111,307.6121,307.6121,308.6282,[],[],[],[],[],[],[],m,308.6282,308.6282,0.056303982,-0.39413052,0,0,0,,0,60,60,115,1,4,word,LOGICAL,print,logical_p.png,1.0146,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,308.6289,308.8286,308.8286,309.3285,,,,,,,,,,,,,,1.562,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,62,0,309.3289,310.8952,z,1,1.562,,[],[],[],[],[],[],[],310.8953,312.8946,312.8947,312.8947,[],[],[],[],[],[],[],,312.8948,312.895,0.056303982,-0.39413052,0,0,0,,0,61,61,50,1,4,RL,vecelan,cursive,vecelan_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,312.8962,313.0951,313.0951,313.5955,,,,,,,,,,,,,,0.812,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,63,0,313.596,314.4117,m,0,0.812,,[],[],[],[],[],[],[],314.4117,316.4117,316.4118,316.412,[],[],[],[],[],[],[],,316.412,316.412,0.056037462,-0.393315904,0,0,0,,0,62,62,72,1,4,TL,relugar,cursive,relugar_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,316.413,316.6113,316.6113,317.1118,,,,,,,,,,,,,,0.8636,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,64,0,317.1123,317.9775,z,1,0.8636,,[],[],[],[],[],[],[],317.9776,319.9783,319.9783,319.9785,[],[],[],[],[],[],[],,319.9785,319.9786,0.056037462,-0.393835856,0,0,0,,0,63,63,42,1,4,RL,revune,print,revune_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,319.9798,320.1787,320.1787,320.6781,,,,,,,,,,,,,,1.2901,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,65,0,320.6785,321.9785,z,0,1.2901,,[],[],[],[],[],[],[],321.9785,323.9784,323.9784,323.9786,[],[],[],[],[],[],[],,323.9786,323.9787,0.04844991,-0.394686686,0,0,0,,0,64,64,87,1,4,word,CAFETERIA,cursive,cafeteria_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,323.9797,324.1784,324.1785,324.6783,,,,,,,,,,,,,,2.0792,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,66,0,324.6787,326.761,m,1,2.0792,,[],[],[],[],[],[],[],326.7611,328.7617,328.7617,328.7618,[],[],[],[],[],[],[],,328.7618,328.7618,0.04844991,-0.394686686,0,0,0,,0,65,65,142,1,4,word,REMOTE,cursive,remote_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,328.7626,328.9616,328.9616,329.461,,,,,,,,,,,,,,1.7437,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,67,0,329.4617,331.2114,m,1,1.7437,,[],[],[],[],[],[],[],331.2114,333.2117,333.2117,333.2118,[],[],[],[],[],[],[],,333.2118,333.212,0.040335151,-0.389093221,0,0,0,,0,66,66,156,1,4,word,TRIBUTE,print,tribute_p.png,,,,,,
