counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,45.0058,45.2046,45.2047,45.7045,45.7057,46.287,m,1,0.5607,,[],[],[],[],[],[],[],0.5607,1,46.2873,46.788,0,5,5,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,46.7896,46.9878,46.988,47.4878,47.4888,48.0213,m,1,0.5124,,[],[],[],[],[],[],[],0.5124,1,48.0215,48.5203,0,6,6,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,48.5217,48.7212,48.7212,49.2202,49.221,50.0869,z,1,0.8452,,[],[],[],[],[],[],[],0.8452,1,50.087,50.5879,0,7,7,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,50.5891,50.7879,50.788,51.2879,51.2888,52.1035,z,1,0.8004,,[],[],[],[],[],[],[],0.8004,1,52.1036,52.6034,0,8,8,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,52.6045,52.8042,52.8042,53.3043,53.305,54.1379,z,1,0.8179,,[],[],[],[],[],[],[],0.8179,1,54.138,54.6379,0,9,9,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,54.6392,54.8372,54.8372,55.3375,55.3381,55.7878,m,1,0.4347,,[],[],[],[],[],[],[],0.4347,1,55.788,56.2878,0,10,10,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,56.2891,56.4878,56.4878,56.9877,56.9886,57.7703,z,1,0.7648,,[],[],[],[],[],[],[],0.7648,1,57.7703,58.2712,0,11,11,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,58.2726,58.4711,58.4711,58.9712,58.9723,59.5368,z,1,0.5572,,[],[],[],[],[],[],[],0.5572,1,59.537,60.038,0,12,12,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,60.0395,60.2377,60.2378,60.7377,60.7384,61.4536,z,1,0.6965,,[],[],[],[],[],[],[],0.6965,1,61.4538,61.9535,0,13,13,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,61.9547,62.1537,62.1537,62.6544,62.6554,63.4045,m,1,0.7289,,[],[],[],[],[],[],[],0.7289,1,63.4046,63.9045,0,14,14,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,63.9058,64.1046,64.1046,64.6046,64.6055,65.4545,z,1,0.8286,,[],[],[],[],[],[],[],0.8286,1,65.4547,65.9535,0,15,15,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.9608,67.9053,,-0.086679688,-0.377265625,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,67.9252,68.1035,68.1035,68.6047,,,,,,,,,,,,,,1.1166,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,1,0,68.606,69.7387,m,1,1.1166,,[],[],[],[],[],[],[],69.7391,71.7374,71.7378,71.7411,[],[],[],[],[],[],[],,71.7412,71.7429,-0.087382813,-0.36499566,0,0,0,,0,0,0,97,1,4,word,COVERAGE,cursive,coverage_c.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,71.7439,71.9378,71.9379,72.4369,,,,,,,,,,,,,,1.9866,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,2,0,72.4375,74.438,m,0,1.9866,,[],[],[],[],[],[],[],74.4382,76.4379,76.438,76.4382,[],[],[],[],[],[],[],,76.4384,76.4384,-0.087382813,-0.36499566,0,0,0,,0,1,1,75,1,4,TL,sanile,print,sanile_p.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,76.4399,76.638,76.6381,77.1379,,,,,,,,,,,,,,2.3024,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,3,1,77.1387,79.4545,z,1,2.3024,,[],[],[],[],[],[],[],79.4546,81.4535,81.4536,84.788,[],[],[],[],[],[],[],z,84.7882,84.7884,-0.087382813,-0.36499566,0,0,0,,0,2,2,77,1,4,TL,spemicen,cursive,spemicen_c.png,3.3249,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,84.7898,84.9878,84.9878,85.4874,,,,,,,,,,,,,,2.3465,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,4,0,85.4881,87.8378,m,1,2.3465,,[],[],[],[],[],[],[],87.8379,89.8378,89.8378,89.8381,[],[],[],[],[],[],[],,89.8381,89.8382,-0.087382813,-0.36499566,0,0,0,,0,3,3,157,1,4,word,VALIDITY,print,validity_p.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,89.8395,90.0375,90.0376,90.5379,,,,,,,,,,,,,,0.8234,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,5,0,90.5385,91.3713,z,1,0.8234,,[],[],[],[],[],[],[],91.3714,93.3711,93.3711,93.3714,[],[],[],[],[],[],[],,93.3715,93.3716,-0.087382813,-0.36499566,0,0,0,,0,4,4,9,1,4,RL,cafigal,print,cafigal_p.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,93.3731,93.571,93.5711,94.0711,,,,,,,,,,,,,,2.064,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,6,1,94.0717,96.1377,z,1,2.064,,[],[],[],[],[],[],[],96.138,98.1367,98.1368,105.6216,[],[],[],[],[],[],[],z,105.6217,105.622,-0.087382813,-0.36499566,0,0,0,,0,5,5,56,1,4,TL,donimant,cursive,donimant_c.png,7.4715,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,105.6233,105.8207,105.8207,106.3211,,,,,,,,,,,,,,1.3697,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,7,0,106.3217,107.7045,z,1,1.3697,,[],[],[],[],[],[],[],107.7046,109.7045,109.7045,109.7049,[],[],[],[],[],[],[],,109.7049,109.7051,-0.087382813,-0.36499566,0,0,0,,0,6,6,11,1,4,RL,clisimal,print,clisimal_p.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,109.7065,109.9046,109.9047,110.4045,,,,,,,,,,,,,,0.6851,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,8,0,110.4051,111.1045,m,1,0.6851,,[],[],[],[],[],[],[],111.1046,113.1045,113.1046,113.1048,[],[],[],[],[],[],[],,113.1048,113.1051,-0.087382813,-0.36499566,0,0,0,,0,7,7,117,1,4,word,MARINE,print,marine_p.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,113.1064,113.3047,113.3048,113.8037,,,,,,,,,,,,,,0.7537,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,9,0,113.8045,114.5711,m,1,0.7537,,[],[],[],[],[],[],[],114.5712,116.57,116.57,116.5702,[],[],[],[],[],[],[],,116.5702,116.5703,-0.087382813,-0.36499566,0,0,0,,0,8,8,91,1,4,word,CARDINAL,cursive,cardinal_c.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,116.5712,116.7709,116.771,117.27,,,,,,,,,,,,,,1.3326,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,10,0,117.2705,118.6042,z,1,1.3326,,[],[],[],[],[],[],[],118.6042,120.6035,120.6035,120.6037,[],[],[],[],[],[],[],,120.6037,120.604,-0.087382813,-0.36499566,0,0,0,,0,9,9,19,1,4,RL,elacodate,cursive,elacodate_c.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,120.6051,120.8033,120.8034,121.3043,,,,,,,,,,,,,,1.2403,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,11,1,121.3051,122.5545,z,1,1.2403,,[],[],[],[],[],[],[],122.5546,124.5543,124.5544,125.6034,[],[],[],[],[],[],[],m,125.6036,125.6037,-0.087382813,-0.36499566,0,0,0,,0,10,10,31,1,4,RL,orimipal,print,orimipal_p.png,1.041,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,125.6051,125.8043,125.8044,126.3041,,,,,,,,,,,,,,1.0869,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,12,1,126.3045,127.4035,z,0,1.0869,,[],[],[],[],[],[],[],127.4036,129.4034,129.4034,130.9368,[],[],[],[],[],[],[],z,130.9369,130.937,-0.087382813,-0.36499566,0,0,0,,0,11,11,96,1,4,word,CONSIDER,cursive,consider_c.png,1.5197,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,130.9381,131.1376,131.1376,131.6376,,,,,,,,,,,,,,0.7058,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,13,0,131.638,132.3544,m,1,0.7058,,[],[],[],[],[],[],[],132.3545,134.3543,134.3544,134.3547,[],[],[],[],[],[],[],,134.3547,134.3549,-0.087382813,-0.36499566,0,0,0,,0,12,12,121,1,4,word,MISTAKE,print,mistake_p.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,134.3563,134.5534,134.5535,135.0544,,,,,,,,,,,,,,0.5865,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,14,0,135.0551,135.6545,m,1,0.5865,,[],[],[],[],[],[],[],135.6545,137.6543,137.6544,137.6547,[],[],[],[],[],[],[],,137.6547,137.6549,-0.087382813,-0.36499566,0,0,0,,0,13,13,90,1,4,word,CAPITAL,print,capital_p.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,137.6562,137.8544,137.8544,138.3533,,,,,,,,,,,,,,0.9865,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,15,0,138.3538,139.3545,z,1,0.9865,,[],[],[],[],[],[],[],139.3546,141.3544,141.3544,141.3547,[],[],[],[],[],[],[],,141.3548,141.355,-0.087382813,-0.36499566,0,0,0,,0,14,14,0,1,4,RL,abanemy,print,abanemy_p.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,141.3562,141.5543,141.5543,142.0544,,,,,,,,,,,,,,1.1193,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,16,0,142.0549,143.1872,z,0,1.1193,,[],[],[],[],[],[],[],143.1874,145.1876,145.1877,145.1879,[],[],[],[],[],[],[],,145.188,145.1882,-0.087382813,-0.36499566,0,0,0,,0,15,15,133,1,4,word,PROVIDE,cursive,provide_c.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,145.1895,145.3876,145.3877,145.8876,,,,,,,,,,,,,,1.304,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,17,0,145.888,147.2035,z,1,1.304,,[],[],[],[],[],[],[],147.2035,149.2043,149.2044,149.2045,[],[],[],[],[],[],[],,149.2046,149.2047,-0.087382813,-0.36499566,0,0,0,,0,16,16,17,1,4,RL,denficy,cursive,denficy_c.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,149.2061,149.4043,149.4044,149.9043,,,,,,,,,,,,,,0.7206,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,18,0,149.9049,150.637,z,1,0.7206,,[],[],[],[],[],[],[],150.637,152.6378,152.6378,152.6381,[],[],[],[],[],[],[],,152.6381,152.6382,-0.087382813,-0.36499566,0,0,0,,0,17,17,48,1,4,RL,vabifity,print,vabifity_p.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,152.6395,152.8377,152.8377,153.3378,,,,,,,,,,,,,,0.9694,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,19,0,153.3384,154.321,z,1,0.9694,,[],[],[],[],[],[],[],154.3211,156.3198,156.3198,156.3199,[],[],[],[],[],[],[],,156.3199,156.3199,-0.087382813,-0.36499566,0,0,0,,0,18,18,39,1,4,RL,relone,cursive,relone_c.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,156.3205,156.5201,156.5202,157.0211,,,,,,,,,,,,,,0.8862,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,20,0,157.0217,157.9206,m,1,0.8862,,[],[],[],[],[],[],[],157.9208,159.92,159.9201,159.9202,[],[],[],[],[],[],[],,159.9202,159.9204,-0.087382813,-0.36499566,0,0,0,,0,19,19,139,1,4,word,REGULAR,cursive,regular_c.png,,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,159.9213,160.1209,160.121,160.6209,,,,,,,,,,,,,,2.0194,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,21,1,160.6215,162.6535,z,0,2.0194,,[],[],[],[],[],[],[],162.6536,164.6533,164.6534,165.704,[],[],[],[],[],[],[],z,165.704,165.7042,-0.087382813,-0.36499566,0,0,0,,0,20,20,92,1,4,word,CATEGORY,cursive,category_c.png,1.0381,,,,
,,,,31806,001,2025-12-04_16h47.25.744,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,165.7054,165.9036,165.9037,166.4042,,,,,,,,,,,,,,0.9707,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,22,0,166.4047,167.388,z,1,0.9707,,[],[],[],[],[],[],[],167.3881,169.3877,169.3878,169.3881,[],[],[],[],[],[],[],,169.3882,169.3883,-0.087382813,-0.36499566,0,0,0,,0,21,21,42,1,4,RL,revune,print,revune_p.png,,,,,
