counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,260.5048,260.7035,260.7035,261.2026,,,,,,,,,,,,,,0.8812,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,27,0,261.203,262.0867,z,1,0.8812,,[],[],[],[],[],[],[],262.0869,264.0864,264.0865,264.0867,[],[],[],[],[],[],[],,264.0868,264.0868,0.071234868,-0.385435086,0,0,0,,0,26,26,18,1,1,RL,mishafe,print,mishafe_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,264.0879,264.2859,264.2859,264.7859,,,,,,,,,,,,,,2.4088,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,28,0,264.7864,267.2026,z,1,2.4088,,[],[],[],[],[],[],[],267.2027,269.2031,269.2031,269.2032,[],[],[],[],[],[],[],,269.2032,269.2033,0.071234868,-0.385435086,0,0,0,,0,27,27,11,1,1,RL,elacodate,print,elacodate_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,269.2043,269.4032,269.4032,269.9025,,,,,,,,,,,,,,1.4895,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,29,0,269.903,271.403,z,1,1.4895,,[],[],[],[],[],[],[],271.4031,273.4029,273.4029,273.4031,[],[],[],[],[],[],[],,273.4032,273.4032,0.071234868,-0.385435086,0,0,0,,0,28,28,47,1,1,TL,cagetory,print,cagetory_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,273.4043,273.6027,273.6028,274.1026,,,,,,,,,,,,,,0.8562,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,30,0,274.1031,274.9696,m,1,0.8562,,[],[],[],[],[],[],[],274.9698,276.9695,276.9695,276.9697,[],[],[],[],[],[],[],,276.9697,276.9698,0.071234868,-0.385435086,0,0,0,,0,29,29,116,1,1,word,MARGINAL,print,marginal_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,276.9708,277.1694,277.1695,277.6694,,,,,,,,,,,,,,1.1251,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,31,1,277.67,278.8026,m,1,1.1251,,[],[],[],[],[],[],[],278.8028,280.8026,280.8027,282.4193,[],[],[],[],[],[],[],z,282.4194,282.4195,0.071234868,-0.385435086,0,0,0,,0,30,30,81,1,1,word,ADVISORY,cursive,advisory_c.png,1.6064,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,282.4208,282.6192,282.6192,283.1191,,,,,,,,,,,,,,3.237,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,32,0,283.1196,286.3691,m,1,3.237,,[],[],[],[],[],[],[],286.3692,288.369,288.369,288.3691,[],[],[],[],[],[],[],,288.3692,288.3693,0.071234868,-0.385435086,0,0,0,,0,31,31,88,1,1,word,CAMERA,cursive,camera_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,288.3705,288.569,288.5691,289.0689,,,,,,,,,,,,,,5.7821,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,33,0,289.0694,294.8526,z,1,5.7821,,[],[],[],[],[],[],[],294.8526,296.8521,296.8522,296.8523,[],[],[],[],[],[],[],,296.8523,296.8523,0.071234868,-0.385435086,0,0,0,,0,32,32,68,1,1,TL,prosopal,cursive,prosopal_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,296.8533,297.0521,297.0521,297.552,,,,,,,,,,,,,,2.404,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,34,1,297.5525,299.9678,z,0,2.404,,[],[],[],[],[],[],[],299.9679,301.9684,301.9685,303.2518,[],[],[],[],[],[],[],z,303.2519,303.252,0.071234868,-0.385435086,0,0,0,,0,33,33,105,1,1,word,EDITOR,cursive,editor_c.png,1.2729,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,303.2531,303.4517,303.4517,303.9518,,,,,,,,,,,,,,1.2202,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,35,0,303.9523,305.1851,z,1,1.2202,,[],[],[],[],[],[],[],305.1851,307.1842,307.1843,307.1844,[],[],[],[],[],[],[],,307.1844,307.1845,0.071234868,-0.385435086,0,0,0,,0,34,34,62,1,1,TL,mitilary,print,mitilary_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,307.1856,307.3845,307.3845,307.8849,,,,,,,,,,,,,,1.0565,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,36,0,307.8854,308.9515,m,1,1.0565,,[],[],[],[],[],[],[],308.9516,310.9515,310.9516,310.9518,[],[],[],[],[],[],[],,310.9518,310.9519,0.071234868,-0.385435086,0,0,0,,0,35,35,123,1,1,word,MODERATE,print,moderate_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,310.9531,311.1516,311.1516,311.6521,,,,,,,,,,,,,,3.1716,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,37,1,311.6536,314.8354,z,1,3.1716,,[],[],[],[],[],[],[],314.8357,316.8345,316.8346,317.9346,[],[],[],[],[],[],[],z,317.9347,317.9349,0.071234868,-0.385435086,0,0,0,,0,36,36,57,1,1,TL,hetirage,cursive,hetirage_c.png,1.0879,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,317.9385,318.1345,318.1346,318.6344,,,,,,,,,,,,,,2.0647,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,38,0,318.6353,320.7011,z,1,2.0647,,[],[],[],[],[],[],[],320.7012,322.7011,322.7012,322.7014,[],[],[],[],[],[],[],,322.7014,322.7015,0.071234868,-0.385435086,0,0,0,,0,37,37,22,1,1,RL,patisic,print,patisic_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,322.7024,322.9008,322.9009,323.401,,,,,,,,,,,,,,1.1074,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,39,0,323.4017,324.5177,z,1,1.1074,,[],[],[],[],[],[],[],324.5177,326.5173,326.5175,326.5176,[],[],[],[],[],[],[],,326.5177,326.5177,0.071234868,-0.385435086,0,0,0,,0,38,38,79,1,1,TL,veretan,print,veretan_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,326.5187,326.7176,326.7176,327.2175,,,,,,,,,,,,,,1.7489,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,40,0,327.218,328.9674,z,0,1.7489,,[],[],[],[],[],[],[],328.9676,330.9669,330.9669,330.9671,[],[],[],[],[],[],[],,330.9671,330.9674,0.071234868,-0.385435086,0,0,0,,0,39,39,101,1,1,word,DELICATE,cursive,delicate_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,330.9685,331.1673,331.1675,331.6673,,,,,,,,,,,,,,1.2871,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,41,0,331.6679,332.9673,z,1,1.2871,,[],[],[],[],[],[],[],332.9674,334.9672,334.9674,334.9676,[],[],[],[],[],[],[],,334.9676,334.9677,0.071234868,-0.385435086,0,0,0,,0,40,40,70,1,1,TL,relugar,print,relugar_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,334.9684,335.1671,335.1671,335.6672,,,,,,,,,,,,,,0.9928,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,42,0,335.6677,336.6672,z,1,0.9928,,[],[],[],[],[],[],[],336.6673,338.6673,338.6673,338.6675,[],[],[],[],[],[],[],,338.6675,338.6675,0.071234868,-0.385435086,0,0,0,,0,41,41,27,1,1,RL,rasibal,print,rasibal_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,338.6689,338.867,338.8671,339.367,,,,,,,,,,,,,,1.1199,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,43,0,339.3676,340.5004,m,1,1.1199,,[],[],[],[],[],[],[],340.5005,342.5001,342.5002,342.5003,[],[],[],[],[],[],[],,342.5004,342.5005,0.071234868,-0.385435086,0,0,0,,0,42,42,154,1,1,word,STORAGE,cursive,storage_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,342.5014,342.7004,342.7004,343.2002,,,,,,,,,,,,,,1.5724,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,44,0,343.2008,344.7836,z,1,1.5724,,[],[],[],[],[],[],[],344.7837,346.7826,346.7828,346.7829,[],[],[],[],[],[],[],,346.783,346.7831,0.071234868,-0.385435086,0,0,0,,0,43,43,15,1,1,RL,losipal,cursive,losipal_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,346.7842,346.9827,346.9827,347.4826,,,,,,,,,,,,,,2.9871,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,45,0,347.483,350.4833,z,1,2.9871,,[],[],[],[],[],[],[],350.4833,352.4831,352.4831,352.4833,[],[],[],[],[],[],[],,352.4833,352.4835,0.071234868,-0.385435086,0,0,0,,0,44,44,74,1,1,TL,setanor,cursive,setanor_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,352.4844,352.683,352.6831,353.1831,,,,,,,,,,,,,,0.8416,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,46,0,353.1836,354.0331,m,1,0.8416,,[],[],[],[],[],[],[],354.0332,356.0329,356.0331,356.0332,[],[],[],[],[],[],[],,356.0332,356.0334,0.071234868,-0.385435086,0,0,0,,0,45,45,114,1,1,word,LOCATE,print,locate_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,356.0345,356.2327,356.2328,356.7324,,,,,,,,,,,,,,1.3455,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,47,0,356.7329,358.083,m,1,1.3455,,[],[],[],[],[],[],[],358.0831,360.0825,360.0825,360.0826,[],[],[],[],[],[],[],,360.0828,360.0828,0.071234868,-0.385435086,0,0,0,,0,46,46,129,1,1,word,PARENT,cursive,parent_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,360.084,360.2825,360.2826,360.7827,,,,,,,,,,,,,,1.3617,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,48,0,360.7833,362.1495,z,1,1.3617,,[],[],[],[],[],[],[],362.1495,364.1494,364.1494,364.1496,[],[],[],[],[],[],[],,364.1497,364.1497,0.071234868,-0.385435086,0,0,0,,0,47,47,31,1,1,RL,reconal,cursive,reconal_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,364.1505,364.3493,364.3494,364.8493,,,,,,,,,,,,,,0.8721,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,49,0,364.8499,365.7328,z,1,0.8721,,[],[],[],[],[],[],[],365.7328,367.7325,367.7326,367.7327,[],[],[],[],[],[],[],,367.7328,367.7329,0.071234868,-0.385435086,0,0,0,,0,48,48,43,1,1,TL,bedise,print,bedise_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,367.7338,367.9322,367.9324,368.4325,,,,,,,,,,,,,,2.7369,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,50,0,368.4331,371.1826,z,1,2.7369,,[],[],[],[],[],[],[],371.1827,373.1822,373.1824,373.1825,[],[],[],[],[],[],[],,373.1825,373.1826,0.071234868,-0.385435086,0,0,0,,0,49,49,58,1,1,TL,incidate,cursive,incidate_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,373.1836,373.3823,373.3823,373.8822,,,,,,,,,,,,,,0.9096,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,51,0,373.8827,374.7989,m,1,0.9096,,[],[],[],[],[],[],[],374.7991,376.7988,376.7989,376.799,[],[],[],[],[],[],[],,376.799,376.7992,0.071234868,-0.385435086,0,0,0,,0,50,50,157,1,1,word,VALIDITY,cursive,validity_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,376.7999,376.998,376.998,377.4987,,,,,,,,,,,,,,0.738,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,52,0,377.4992,378.2488,m,1,0.738,,[],[],[],[],[],[],[],378.249,380.2486,380.2487,380.2488,[],[],[],[],[],[],[],,380.2489,380.249,0.071234868,-0.385435086,0,0,0,,0,51,51,94,1,1,word,CLINICAL,cursive,clinical_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,380.2502,380.4478,380.448,380.948,,,,,,,,,,,,,,0.8784,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,53,0,380.9486,381.8314,m,1,0.8784,,[],[],[],[],[],[],[],381.8315,383.8318,383.8319,383.832,[],[],[],[],[],[],[],,383.8321,383.8322,0.071234868,-0.385435086,0,0,0,,0,52,52,131,1,1,word,POPULAR,cursive,popular_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,383.8333,384.0318,384.0319,384.5318,,,,,,,,,,,,,,1.5383,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,54,0,384.5322,386.0813,z,1,1.5383,,[],[],[],[],[],[],[],386.0815,388.0815,388.0816,388.0817,[],[],[],[],[],[],[],,388.0818,388.0818,0.071234868,-0.385435086,0,0,0,,0,53,53,67,1,1,TL,pocily,cursive,pocily_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,388.0826,388.2817,388.2817,388.7813,,,,,,,,,,,,,,0.6218,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,55,0,388.7817,389.4148,m,0,0.6218,,[],[],[],[],[],[],[],389.415,391.4149,391.4149,391.4151,[],[],[],[],[],[],[],,391.4151,391.4152,0.071234868,-0.385435086,0,0,0,,0,54,54,66,1,1,TL,panert,cursive,panert_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,391.4159,391.6149,391.615,392.1149,,,,,,,,,,,,,,3.513,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,56,0,392.1153,395.6314,z,1,3.513,,[],[],[],[],[],[],[],395.6315,397.6313,397.6314,397.6316,[],[],[],[],[],[],[],,397.6319,397.6321,0.071234868,-0.385435086,0,0,0,,0,55,55,69,1,1,TL,radiply,cursive,radiply_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,397.6333,397.8307,397.8308,398.3314,,,,,,,,,,,,,,1.5371,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,57,0,398.3319,399.8811,z,1,1.5371,,[],[],[],[],[],[],[],399.8812,401.881,401.8811,401.8813,[],[],[],[],[],[],[],,401.8814,401.8816,0.071234868,-0.385435086,0,0,0,,0,56,56,5,1,1,RL,cobeny,cursive,cobeny_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,401.8824,402.081,402.081,402.5811,,,,,,,,,,,,,,0.6883,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,58,1,402.5818,403.2812,z,1,0.6883,,[],[],[],[],[],[],[],403.2813,405.2809,405.281,406.5309,[],[],[],[],[],[],[],m,406.531,406.5312,0.071234868,-0.385435086,0,0,0,,0,57,57,14,1,1,RL,lofase,print,lofase_p.png,1.2395,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,406.5323,406.7309,406.7309,407.2307,,,,,,,,,,,,,,1.24,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,59,0,407.231,408.4809,z,1,1.24,,[],[],[],[],[],[],[],408.481,410.4807,410.4808,410.4809,[],[],[],[],[],[],[],,410.4811,410.4812,0.071234868,-0.385435086,0,0,0,,0,58,58,2,1,1,RL,asiral,print,asiral_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,410.4824,410.6808,410.6808,411.1807,,,,,,,,,,,,,,0.7223,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,60,1,411.1814,411.914,z,1,0.7223,,[],[],[],[],[],[],[],411.9141,413.9132,413.9132,415.1807,[],[],[],[],[],[],[],m,415.1807,415.1808,0.071234868,-0.385435086,0,0,0,,0,59,59,30,1,1,RL,relone,print,relone_p.png,1.2575,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,415.1823,415.3804,415.3804,415.8804,,,,,,,,,,,,,,0.8958,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,61,1,415.8811,416.7807,m,1,0.8958,,[],[],[],[],[],[],[],416.7807,418.7802,418.7803,421.497,[],[],[],[],[],[],[],m,421.4971,421.4972,0.071234868,-0.385435086,0,0,0,,0,60,60,86,1,1,word,BESIDE,print,beside_p.png,2.7083,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,421.4986,421.6969,421.697,422.197,,,,,,,,,,,,,,1.5476,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,62,0,422.1975,423.7471,m,1,1.5476,,[],[],[],[],[],[],[],423.7472,425.7468,425.7468,425.7469,[],[],[],[],[],[],[],,425.747,425.7472,0.071234868,-0.385435086,0,0,0,,0,61,61,115,1,1,word,LOGICAL,cursive,logical_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,425.7485,425.9467,425.9468,426.4467,,,,,,,,,,,,,,0.8399,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,63,0,426.4473,427.2968,z,1,0.8399,,[],[],[],[],[],[],[],427.2968,429.2966,429.2967,429.2968,[],[],[],[],[],[],[],,429.2969,429.297,0.071234868,-0.385435086,0,0,0,,0,62,62,8,1,1,RL,debave,print,debave_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,429.2985,429.4966,429.4967,429.9957,,,,,,,,,,,,,,0.7796,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,64,0,429.9963,430.78,z,1,0.7796,,[],[],[],[],[],[],[],430.78,432.7804,432.7804,432.7806,[],[],[],[],[],[],[],,432.7807,432.7807,0.071234868,-0.385435086,0,0,0,,0,63,63,63,1,1,TL,molibe,cursive,molibe_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,432.7825,432.9802,432.9803,433.4796,,,,,,,,,,,,,,0.657,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,65,0,433.4801,434.1465,m,1,0.657,,[],[],[],[],[],[],[],434.1465,436.1464,436.1464,436.1465,[],[],[],[],[],[],[],,436.1466,436.1467,0.071234868,-0.385435086,0,0,0,,0,64,64,144,1,1,word,RESIDENT,print,resident_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,436.1479,436.3462,436.3462,436.8463,,,,,,,,,,,,,,1.2739,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,66,0,436.8469,438.13,m,1,1.2739,,[],[],[],[],[],[],[],438.1301,440.1295,440.1295,440.1297,[],[],[],[],[],[],[],,440.1297,440.1299,0.071234868,-0.385435086,0,0,0,,0,65,65,104,1,1,word,DOMINANT,cursive,dominant_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,440.131,440.3287,440.3287,440.8295,,,,,,,,,,,,,,1.2231,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,67,0,440.8301,442.0629,m,0,1.2231,,[],[],[],[],[],[],[],442.0629,444.0626,444.0626,444.0627,[],[],[],[],[],[],[],,444.0629,444.0629,0.071234868,-0.385435086,0,0,0,,0,66,66,49,1,1,TL,clicinal,cursive,clicinal_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,444.0641,444.2627,444.2627,444.7627,,,,,,,,,,,,,,0.6434,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,68,0,444.7632,445.4118,m,1,0.6434,,[],[],[],[],[],[],[],445.4119,447.4125,447.4125,447.4128,[],[],[],[],[],[],[],,447.4128,447.4128,0.071234868,-0.385435086,0,0,0,,0,67,67,97,1,1,word,COVERAGE,print,coverage_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,447.4139,447.6126,447.6126,448.1116,,,,,,,,,,,,,,0.6069,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,69,0,448.1121,448.7292,m,1,0.6069,,[],[],[],[],[],[],[],448.7293,450.729,450.729,450.7291,[],[],[],[],[],[],[],,450.7291,450.7292,0.071234868,-0.385435086,0,0,0,,0,68,68,82,1,1,word,AMATEUR,print,amateur_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,450.7302,450.9291,450.9292,451.4284,,,,,,,,,,,,,,1.4586,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,70,0,451.4289,452.8958,z,1,1.4586,,[],[],[],[],[],[],[],452.8958,454.895,454.895,454.8953,[],[],[],[],[],[],[],,454.8953,454.8954,0.071234868,-0.385435086,0,0,0,,0,69,69,73,1,1,TL,ronamtic,cursive,ronamtic_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,454.8964,455.0956,455.0956,455.5955,,,,,,,,,,,,,,0.8955,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,71,1,455.596,456.4956,z,1,0.8955,,[],[],[],[],[],[],[],456.4957,458.4954,458.4955,459.8622,[],[],[],[],[],[],[],z,459.8622,459.8624,0.071234868,-0.385435086,0,0,0,,0,70,70,46,1,1,TL,catipal,print,catipal_p.png,1.3573,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,459.8637,460.0617,460.0618,460.5621,,,,,,,,,,,,,,2.0233,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,72,0,460.5627,462.5955,m,1,2.0233,,[],[],[],[],[],[],[],462.5955,464.5952,464.5952,464.5954,[],[],[],[],[],[],[],,464.5954,464.5955,0.071234868,-0.385435086,0,0,0,,0,71,71,120,1,1,word,MILITARY,print,military_p.png,,,,,
