counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
list1,,0.4276,0.4277,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,0.4493,32.1799,,0.057764894,-0.415384419,1,0,0,instr_done_button,0,0,0,0,1,1,instructions,"INSTRUCTIONS
At the start of each trial, look at the plus sign  (+) in the center of the screen.  This tells you that a trial is about to begin and where to look. Second, the plus sign will disappear and a string of letters will appear. Your task is to determine if the string of letters is a word or not. If the item is a word press the M key (on keyboard)  or touch the word button (phone/tablet).  If the item is not a word,  press the  Z key (on keyboard)  or touch the nonword button (on phone/tablet). The items will be presented for a short time. 
Press the space bar or touch  continue.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,32.1819,36.0289,,0.071234868,-0.385435086,1,0,0,instr_done_button,0,1,1,1,1,2,instructions,"If your device has a keyboard, press the 'Z' key for nonwords and the 'M' key for words.





Press the space bar or touch the button below to continue.",0,keyboard-example.gif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,36.0294,41.0288,,0.071234868,-0.385435086,1,0,0,instr_done_button,0,2,2,2,1,3,instructions,"If you are using a touchscreen only device, use the buttons on the screen. Do not use the mouse.





Press the space bar or touch the button below to continue.",0,touchscreen-example.gif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,41.031,51.3614,,0.071234868,-0.385435086,1,0,0,instr_done_button,0,3,3,3,1,4,instructions,"It is very important that you respond as quickly and accurately as possible, as each letter string will only be on the screen for two seconds. If you do not respond within this time, the message 'Too slow!' will be displayed and the experiment will progress to the next letter string. The first 20 trials will be practice trials and you will receive feedback on your answers. 

Press the space bar or touch the button below to start the practice trials.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,51.3911,51.5613,51.5616,52.062,52.0623,53.5494,z,1,1.4622,,[],[],[],[],[],[],[],1.4622,1,53.5497,54.0453,0,0,0,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,54.0467,54.245,54.245,54.7448,54.7453,55.4779,m,1,0.7231,,[],[],[],[],[],[],[],0.7231,1,55.478,55.9782,0,1,1,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,55.9793,56.1783,56.1784,56.6783,56.6792,57.2112,m,1,0.5173,,[],[],[],[],[],[],[],0.5173,1,57.2114,57.7115,0,2,2,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,57.713,57.9114,57.9116,58.4111,58.4121,59.0612,m,1,0.6316,,[],[],[],[],[],[],[],0.6316,1,59.0614,59.5613,0,3,3,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,59.562,59.7614,59.7615,60.261,60.262,60.995,z,1,0.7167,,[],[],[],[],[],[],[],0.7167,1,60.9951,61.4948,0,4,4,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,61.496,61.6947,61.6948,62.1946,62.1956,62.9614,z,1,0.7475,,[],[],[],[],[],[],[],0.7475,1,62.9615,63.4615,0,5,5,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,63.4628,63.6607,63.6607,64.1613,64.162,64.8946,z,1,0.7154,,[],[],[],[],[],[],[],0.7154,1,64.8948,65.3946,0,6,6,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,65.3959,65.5946,65.5947,66.0945,66.0954,66.7945,m,1,0.6813,,[],[],[],[],[],[],[],0.6813,1,66.7946,67.2938,0,7,7,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,67.295,67.4945,67.4945,67.9945,67.9953,68.7603,z,1,0.7451,,[],[],[],[],[],[],[],0.7451,1,68.7604,69.2611,0,8,8,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,69.2627,69.4607,69.4608,69.961,69.9619,70.7611,z,1,0.7803,,[],[],[],[],[],[],[],0.7803,1,70.7612,71.2607,0,9,9,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,71.2621,71.4609,71.461,71.961,71.962,72.6943,z,1,0.7225,,[],[],[],[],[],[],[],0.7225,1,72.6945,73.1942,0,10,10,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,73.1955,73.3942,73.3942,73.8934,73.8942,74.6942,z,1,0.7827,,[],[],[],[],[],[],[],0.7827,1,74.6943,75.1942,0,11,11,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,75.1954,75.3938,75.3938,75.8941,75.8952,76.5108,m,1,0.5892,,[],[],[],[],[],[],[],0.5892,1,76.511,77.0107,0,12,12,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,77.0117,77.2107,77.2108,77.7107,77.7116,78.3607,m,1,0.6316,,[],[],[],[],[],[],[],0.6316,1,78.3609,78.8597,0,13,13,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,78.8612,79.0607,79.0607,79.5606,79.5615,80.0608,m,1,0.4827,,[],[],[],[],[],[],[],0.4827,1,80.0609,80.5607,0,14,14,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,80.5619,80.7607,80.7607,81.2606,81.2616,81.7274,m,1,0.4486,,[],[],[],[],[],[],[],0.4486,1,81.7275,82.2273,0,15,15,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2352,131.6592,space,49.3994,,0.071234868,-0.385435086,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,131.6677,131.8576,131.8577,132.3585,,,,,,,,,,,,,,0.6838,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,1,0,132.3639,133.059,m,1,0.6838,,[],[],[],[],[],[],[],133.0593,135.0577,135.058,135.0606,[],[],[],[],[],[],[],,135.0607,135.0622,0.071234868,-0.385435086,0,0,0,,0,0,0,83,1,1,word,ANIMAL,print,animal_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,135.063,135.2577,135.2577,135.7577,,,,,,,,,,,,,,2.374,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,2,1,135.7583,138.1408,z,1,2.374,,[],[],[],[],[],[],[],138.1409,140.1416,140.1417,143.0916,[],[],[],[],[],[],[],z,143.0917,143.0918,0.071234868,-0.385435086,0,0,0,,0,1,1,9,1,1,RL,docirant,cursive,docirant_c.png,2.9411,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,143.0929,143.2914,143.2915,143.7914,,,,,,,,,,,,,,1.6469,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,3,0,143.7919,145.4414,z,1,1.6469,,[],[],[],[],[],[],[],145.4415,147.4414,147.4414,147.4416,[],[],[],[],[],[],[],,147.4416,147.4418,0.071234868,-0.385435086,0,0,0,,0,2,2,78,1,1,TL,vecolity,print,vecolity_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,147.4427,147.6414,147.6414,148.1413,,,,,,,,,,,,,,1.0221,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,4,0,148.1418,149.1746,m,1,1.0221,,[],[],[],[],[],[],[],149.1748,151.1744,151.1745,151.1747,[],[],[],[],[],[],[],,151.1747,151.1748,0.071234868,-0.385435086,0,0,0,,0,3,3,117,1,1,word,MARINE,print,marine_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,151.1759,151.3743,151.3744,151.8744,,,,,,,,,,,,,,0.7911,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,5,0,151.8749,152.6747,m,1,0.7911,,[],[],[],[],[],[],[],152.6748,154.6744,154.6745,154.6747,[],[],[],[],[],[],[],,154.6748,154.6749,0.071234868,-0.385435086,0,0,0,,0,4,4,84,1,1,word,BELOVED,print,beloved_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,154.6763,154.8743,154.8744,155.3743,,,,,,,,,,,,,,1.7268,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,6,1,155.3748,157.1077,m,1,1.7268,,[],[],[],[],[],[],[],157.1077,159.1075,159.1076,160.8901,[],[],[],[],[],[],[],z,160.8902,160.8903,0.071234868,-0.385435086,0,0,0,,0,5,5,127,1,1,word,ORIGINAL,cursive,original_c.png,1.7763,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,160.8915,161.0909,161.0909,161.5907,,,,,,,,,,,,,,1.1037,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,7,0,161.5913,162.7076,m,1,1.1037,,[],[],[],[],[],[],[],162.7076,164.7072,164.7073,164.7075,[],[],[],[],[],[],[],,164.7075,164.7077,0.071234868,-0.385435086,0,0,0,,0,6,6,158,1,1,word,VELOCITY,print,velocity_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,164.7087,164.9072,164.9072,165.4071,,,,,,,,,,,,,,0.7764,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,8,0,165.4077,166.1906,m,1,0.7764,,[],[],[],[],[],[],[],166.1907,168.1904,168.1905,168.1907,[],[],[],[],[],[],[],,168.1907,168.1908,0.071234868,-0.385435086,0,0,0,,0,7,7,126,1,1,word,OPTIMAL,print,optimal_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,168.1918,168.3904,168.3905,168.8903,,,,,,,,,,,,,,1.107,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,9,0,168.8907,170.0071,m,1,1.107,,[],[],[],[],[],[],[],170.0072,172.007,172.007,172.0071,[],[],[],[],[],[],[],,172.0072,172.0073,0.071234868,-0.385435086,0,0,0,,0,8,8,112,1,1,word,LIBERAL,cursive,liberal_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,172.0082,172.2069,172.2069,172.707,,,,,,,,,,,,,,3.2643,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,10,0,172.7076,175.9734,z,0,3.2643,,[],[],[],[],[],[],[],175.9734,177.9733,177.9734,177.9736,[],[],[],[],[],[],[],,177.9736,177.9739,0.071234868,-0.385435086,0,0,0,,0,9,9,110,1,1,word,HERITAGE,cursive,heritage_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,177.9749,178.1734,178.1735,178.6734,,,,,,,,,,,,,,2.6203,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,11,0,178.6739,181.3067,z,1,2.6203,,[],[],[],[],[],[],[],181.3067,183.3065,183.3065,183.3067,[],[],[],[],[],[],[],,183.3067,183.3069,0.071234868,-0.385435086,0,0,0,,0,10,10,17,1,1,RL,menowy,cursive,menowy_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,183.3079,183.5055,183.5055,184.0065,,,,,,,,,,,,,,1.0921,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,12,0,184.007,185.1065,z,1,1.0921,,[],[],[],[],[],[],[],185.1066,187.1063,187.1063,187.1065,[],[],[],[],[],[],[],,187.1066,187.1067,0.071234868,-0.385435086,0,0,0,,0,11,11,40,1,1,TL,atameur,print,atameur_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,187.1078,187.3062,187.3063,187.8058,,,,,,,,,,,,,,5.2754,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,13,0,187.8064,193.0892,z,1,5.2754,,[],[],[],[],[],[],[],193.0894,195.0894,195.0895,195.0897,[],[],[],[],[],[],[],,195.0898,195.09,0.071234868,-0.385435086,0,0,0,,0,12,12,44,1,1,TL,cateferia,cursive,cateferia_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,195.0916,195.2886,195.2886,195.7893,,,,,,,,,,,,,,1.6536,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,14,0,195.7899,197.4559,z,1,1.6536,,[],[],[],[],[],[],[],197.456,199.4558,199.4558,199.456,[],[],[],[],[],[],[],,199.4561,199.4562,0.071234868,-0.385435086,0,0,0,,0,13,13,7,1,1,RL,delahe,print,delahe_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,199.4572,199.656,199.6561,200.1562,,,,,,,,,,,,,,1.1294,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,15,0,200.1567,201.2892,m,1,1.1294,,[],[],[],[],[],[],[],201.2894,203.2891,203.2892,203.2894,[],[],[],[],[],[],[],,203.2894,203.2895,0.071234868,-0.385435086,0,0,0,,0,14,14,137,1,1,word,RAPIDLY,cursive,rapidly_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,203.2906,203.489,203.4892,203.9885,,,,,,,,,,,,,,0.9053,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,16,0,203.9889,204.9058,z,1,0.9053,,[],[],[],[],[],[],[],204.9059,206.9058,206.9059,206.906,[],[],[],[],[],[],[],,206.906,206.9062,0.071234868,-0.385435086,0,0,0,,0,15,15,12,1,1,RL,ebiwent,print,ebiwent_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,206.9075,207.1058,207.1058,207.6058,,,,,,,,,,,,,,3.0393,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,17,0,207.6063,210.6556,z,1,3.0393,,[],[],[],[],[],[],[],210.6556,212.6553,212.6553,212.6555,[],[],[],[],[],[],[],,212.6556,212.6557,0.071234868,-0.385435086,0,0,0,,0,16,16,52,1,1,TL,decilate,cursive,decilate_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,212.6568,212.8554,212.8554,213.3546,,,,,,,,,,,,,,1.1956,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,18,0,213.3551,214.5547,z,1,1.1956,,[],[],[],[],[],[],[],214.555,216.5551,216.5552,216.5554,[],[],[],[],[],[],[],,216.5555,216.5556,0.071234868,-0.385435086,0,0,0,,0,17,17,32,1,1,RL,rebicent,print,rebicent_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,216.5566,216.7552,216.7553,217.2552,,,,,,,,,,,,,,5.296,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,19,0,217.2557,222.555,z,1,5.296,,[],[],[],[],[],[],[],222.5552,224.5549,224.555,224.5552,[],[],[],[],[],[],[],,224.5552,224.5554,0.071234868,-0.385435086,0,0,0,,0,18,18,65,1,1,TL,orinigal,cursive,orinigal_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,224.5567,224.7549,224.7549,225.2549,,,,,,,,,,,,,,3.387,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,20,0,225.2555,228.6549,z,1,3.387,,[],[],[],[],[],[],[],228.6551,230.6546,230.6547,230.6549,[],[],[],[],[],[],[],,230.6549,230.655,0.071234868,-0.385435086,0,0,0,,0,19,19,45,1,1,TL,cacapity,print,cacapity_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,230.6568,230.8547,230.8548,231.3539,,,,,,,,,,,,,,3.5634,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,21,0,231.3546,234.9212,z,0,3.5634,,[],[],[],[],[],[],[],234.9213,236.9208,236.9208,236.921,[],[],[],[],[],[],[],,236.9211,236.9211,0.071234868,-0.385435086,0,0,0,,0,20,20,140,1,1,word,RELATIVE,cursive,relative_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,236.9224,237.121,237.1211,237.621,,,,,,,,,,,,,,1.9952,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,22,0,237.6215,239.6211,m,1,1.9952,,[],[],[],[],[],[],[],239.6211,241.6209,241.621,241.6212,[],[],[],[],[],[],[],,241.6212,241.6213,0.071234868,-0.385435086,0,0,0,,0,21,21,80,1,1,word,ACADEMY,cursive,academy_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,241.6222,241.8209,241.8209,242.3208,,,,,,,,,,,,,,1.4981,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,23,0,242.3213,243.8208,z,1,1.4981,,[],[],[],[],[],[],[],243.8209,245.8207,245.8207,245.8209,[],[],[],[],[],[],[],,245.821,245.821,0.071234868,-0.385435086,0,0,0,,0,22,22,19,1,1,RL,monebate,print,monebate_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,245.822,246.0202,246.0202,246.5207,,,,,,,,,,,,,,1.0962,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,24,0,246.5211,247.6207,m,1,1.0962,,[],[],[],[],[],[],[],247.6208,249.6205,249.6206,249.6207,[],[],[],[],[],[],[],,249.6208,249.6208,0.071234868,-0.385435086,0,0,0,,0,23,23,124,1,1,word,NUMERICAL,print,numerical_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,249.6219,249.8195,249.8196,250.3205,,,,,,,,,,,,,,3.2924,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,25,0,250.321,253.6206,m,1,3.2924,,[],[],[],[],[],[],[],253.6207,255.6202,255.6203,255.6205,[],[],[],[],[],[],[],,255.6206,255.6206,0.071234868,-0.385435086,0,0,0,,0,24,24,151,1,1,word,SPECIFIC,cursive,specific_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,255.6218,255.8195,255.8196,256.3202,,,,,,,,,,,,,,2.1806,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,26,0,256.3208,258.5035,z,0,2.1806,,[],[],[],[],[],[],[],258.5036,260.5034,260.5035,260.5037,[],[],[],[],[],[],[],,260.5038,260.5038,0.071234868,-0.385435086,0,0,0,,0,25,25,149,1,1,word,SENATOR,cursive,senator_c.png,,,,,
